common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,fl_reg,wp_catch_precal,wp_int,wp_catch
,201511913wdS:8AM-8PM,201569131745520151110,2015,9,3,5,1745520151110002,4,6,wd,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511913wdS:8AM-8PM,,0,8,2935.6571796,16381.77631,16381.77631
,201512913weS:8AM-8PM,201569131745520151226,2015,9,3,5,1745520151226001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512913weS:8AM-8PM,,0,8,909.10946357,5073.0814133,5073.0814133
,201512913weS:8AM-8PM,201569131745520151226,2015,9,3,5,1745520151226002,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512913weS:8AM-8PM,,0,8,909.10946357,5073.0814133,5073.0814133
,201512913weS:8AM-8PM,201569131745520151226,2015,9,3,5,1745520151226003,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512913weS:8AM-8PM,,0,8,909.10946357,5073.0814133,5073.0814133
,201512913weS:8AM-8PM,201569131745520151226,2015,9,3,5,1745520151226004,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512913weS:8AM-8PM,,0,8,909.10946357,5073.0814133,5073.0814133
,201512913weS:8AM-8PM,201569131745520151226,2015,9,3,5,1745520151226005,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512913weS:8AM-8PM,,0,8,997.92821851,5568.7145498,5568.7145498
,201512913weS:8AM-8PM,201569131745520151226,2015,9,3,5,1745520151226006,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512913weS:8AM-8PM,,0,8,997.92821851,5568.7145498,5568.7145498
,201511913wdS:8AM-8PM,201569131749220151104,2015,9,3,5,1749220151104001,4,6,wd,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511913wdS:8AM-8PM,,0,8,8048.1508686,44910.900413,44910.900413
ATLANTIC MENHADEN,201511913weS:8AM-8PM,201569131752720151106,2015,9,3,5,1752720151106001,4,6,we,8747010401,0,15,0,0,0,15,0,0,0,0,1,11,15,0,0,0,201511913weS:8AM-8PM,,0,8,1519.3595781,8478.4452747,8478.4452747
STRIPED SEAROBIN,201511913weS:8AM-8PM,201569131752720151106,2015,9,3,5,1752720151106001,4,6,we,8826020102,0,2,0,0,0,2,0,0,0,0,1,11,2,0,0,0,201511913weS:8AM-8PM,,0,8,1519.3595781,8478.4452747,8478.4452747
STRIPED SEAROBIN,201511913weS:8AM-8PM,201569131752720151106,2015,9,3,5,1752720151106002,4,6,we,8826020102,0,1,0,0,0,1,0,0,0,0,1,11,1,0,0,0,201511913weS:8AM-8PM,,0,8,1519.3595781,8478.4452747,8478.4452747
STRIPED SEAROBIN,201511913weS:8AM-8PM,201569131752720151129,2015,9,3,5,1752720151129001,4,6,we,8826020102,0,6,0,0,0,6,0,0,0,0,1,11,6,0,0,0,201511913weS:8AM-8PM,,0,8,1927.6820808,10756.997399,10756.997399
STRIPED BASS,201511915wdS:8AM-8PM,201569151745520151116,2015,9,5,5,1745520151116001,4,6,wd,8835020102,0,8,1,0,1,8,0,0,821.86045765,6.8,1,11,9,6.8,821.86045765,1,201510915wdS:8AM-8PM,all,1,8,504.94099216,268.48853019,504.94099216
STRIPED BASS,201511915wdS:8AM-8PM,201569151745520151116,2015,9,5,5,1745520151116002,4,6,wd,8835020102,0,8,0,0,0,8,0,0,0,0,1,11,8,0,0,0,201510915wdS:8AM-8PM,all,1,8,504.94099216,268.48853019,504.94099216
STRIPED BASS,201511915wdS:8AM-8PM,201569151745520151116,2015,9,5,5,1745520151116003,4,6,wd,8835020102,0,7,1,0,1,7,0,0,840,8,1,11,8,8,840,1,201510915wdS:8AM-8PM,all,1,8,504.94099216,268.48853019,504.94099216
STRIPED BASS,201511915wdS:8AM-8PM,201569151745520151116,2015,9,5,5,1745520151116004,4,6,wd,8835020102,0,7,3,0,3,7,0,0,2849,26,1,11,10,26,2849,3,201510915wdS:8AM-8PM,all,1,8,504.94099216,268.48853019,504.94099216
TAUTOG,201511917wdS:8AM-8PM,201569171745520151103,2015,9,7,5,1745520151103001,4,6,wd,8839010101,6,15,0,6,0,15,2482,8.75,0,0,1,11,21,8.75,2482,6,201511917wdS:8AM-8PM,,0,8,1598.8089387,20598.682976,20598.682976
TAUTOG,201511917wdS:8AM-8PM,201569171745520151103,2015,9,7,5,1745520151103002,4,6,wd,8839010101,0,6,0,0,0,6,0,0,0,0,1,11,6,0,0,0,201511917wdS:8AM-8PM,,0,8,1598.8089387,20598.682976,20598.682976
STRIPED BASS,201511917wdS:8AM-8PM,201569171745520151103,2015,9,7,5,1745520151103003,4,6,wd,8835020102,0,1,0,0,0,1,0,0,0,0,1,11,1,0,0,0,201511917wdS:8AM-8PM,,0,8,378.0728467,4871.0027334,4871.0027334
BLACK SEA BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104001,4,6,wd,8835020301,0,2,0,0,0,2,0,0,0,0,1,11,2,0,0,0,201511917wdS:8AM-8PM,,0,8,270.6728665,3487.2863368,3487.2863368
SUMMER FLOUNDER,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104001,4,6,wd,8857030301,0,1,0,0,0,1,0,0,0,0,1,11,1,0,0,0,201511917wdS:8AM-8PM,,0,8,270.6728665,3487.2863368,3487.2863368
BLUEFISH,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104002,4,6,wd,8835250101,4,0,0,4,0,0,2520,14.4,0,0,1,11,4,14.4,2520,4,201511917wdS:8AM-8PM,,0,8,270.6728665,3487.2863368,3487.2863368
STRIPED BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104002,4,6,wd,8835020102,0,18,0,0,0,18,0,0,0,0,1,11,18,0,0,0,201511917wdS:8AM-8PM,,0,8,270.6728665,3487.2863368,3487.2863368
STRIPED BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104003,4,6,wd,8835020102,0,20,0,0,0,20,0,0,0,0,1,11,20,0,0,0,201511917wdS:8AM-8PM,,0,8,270.6728665,3487.2863368,3487.2863368
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104004,4,6,wd,8839010101,7,8,0,7,0,8,2739.8,8.75,0,0,1,11,15,8.75,2739.8,7,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
BLACK SEA BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104005,4,6,wd,8835020301,0,2,0,0,0,2,0,0,0,0,1,11,2,0,0,0,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104005,4,6,wd,8839010101,0,12,0,0,0,12,0,0,0,0,1,11,12,0,0,0,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104006,4,6,wd,8839010101,0,4,0,0,0,4,0,0,0,0,1,11,4,0,0,0,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
CUNNER,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104007,4,6,wd,8839010201,0,5,0,0,0,5,0,0,0,0,1,11,5,0,0,0,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104007,4,6,wd,8839010101,7,40,0,7,0,40,3468,20.1,0,0,1,11,47,20.1,3468,7,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104008,4,6,wd,8839010101,0,50,0,0,0,50,0,0,0,0,1,11,50,0,0,0,201511917wdS:8AM-8PM,,0,8,192.50616656,2480.2047322,2480.2047322
CUNNER,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104009,4,6,wd,8839010201,0,24,0,0,0,24,0,0,0,0,1,11,24,0,0,0,201511917wdS:8AM-8PM,,0,8,770.02466623,9920.8189289,9920.8189289
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104009,4,6,wd,8839010101,0,8,0,0,0,8,0,0,0,0,1,11,8,0,0,0,201511917wdS:8AM-8PM,,0,8,770.02466623,9920.8189289,9920.8189289
BLACK SEA BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104010,4,6,wd,8835020301,5,30,0,10,0,30,1917,3.8783481572,0,0,1,11,35,3.8783481572,1917,5,201511917wdS:8AM-8PM,,0,8,385.01233312,4960.4094645,4960.4094645
SCUP,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104010,4,6,wd,8835430101,1,0,0,2,0,0,269,0.45,0,0,1,11,1,0.45,269,1,201511917wdS:8AM-8PM,,0,8,385.01233312,4960.4094645,4960.4094645
TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,9,7,5,1745520151104010,4,6,wd,8839010101,1,0,0,2,0,0,444,1.95,0,0,1,11,1,1.95,444,1,201511917wdS:8AM-8PM,,0,8,385.01233312,4960.4094645,4960.4094645
ATLANTIC MENHADEN,201511917weS:8AM-8PM,201569171745520151113,2015,9,7,5,1745520151113001,4,6,we,8747010401,0,0,6,0,6,0,0,0,1732.8,2.22,1,11,6,2.22,1732.8,6,201511917weS:8AM-8PM,,0,8,167.54082899,2158.5571223,2158.5571223
STRIPED BASS,201511917weS:8AM-8PM,201569171745520151113,2015,9,7,5,1745520151113001,4,6,we,8835020102,0,12,0,0,0,12,0,0,0,0,1,11,12,0,0,0,201511917weS:8AM-8PM,,0,8,167.54082899,2158.5571223,2158.5571223
ATLANTIC MENHADEN,201511917weS:8AM-8PM,201569171745520151113,2015,9,7,5,1745520151113002,4,6,we,8747010401,0,0,6,0,6,0,0,0,1718.4,2.16,1,11,6,2.16,1718.4,6,201511917weS:8AM-8PM,,0,8,167.54082899,2158.5571223,2158.5571223
STRIPED BASS,201511917weS:8AM-8PM,201569171745520151113,2015,9,7,5,1745520151113002,4,6,we,8835020102,0,8,0,0,0,8,0,0,0,0,1,11,8,0,0,0,201511917weS:8AM-8PM,,0,8,167.54082899,2158.5571223,2158.5571223
BLACK SEA BASS,201511917wdS:8AM-8PM,201569171745520151116,2015,9,7,5,1745520151116005,4,6,wd,8835020301,0,2,0,0,0,2,0,0,0,0,1,11,2,0,0,0,201511917wdS:8AM-8PM,,0,8,392.14791731,5052.3426736,5052.3426736
,201511917weS:8AM-8PM,201569171745520151121,2015,9,7,5,1745520151121001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511917weS:8AM-8PM,,0,8,238.59118165,3073.9533614,3073.9533614
,201511917weS:8AM-8PM,201569171745520151127,2015,9,7,5,1745520151127001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511917weS:8AM-8PM,,0,8,1012.658366,13046.855155,13046.855155
,201511917weS:8AM-8PM,201569171745520151127,2015,9,7,5,1745520151127002,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511917weS:8AM-8PM,,0,8,1012.658366,13046.855155,13046.855155
TAUTOG,201511917weS:8AM-8PM,201569171749220151101,2015,9,7,5,1749220151101001,4,6,we,8839010101,0,3,0,0,0,3,0,0,0,0,1,11,3,0,0,0,201511917weS:8AM-8PM,,0,8,1126.5246381,14513.881754,14513.881754
,201511917wdS:8AM-8PM,201569171749220151118,2015,9,7,5,1749220151118001,4,6,wd,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511917wdS:8AM-8PM,,0,8,1509.0476265,19442.21908,19442.21908
,201511917weS:8AM-8PM,201569171749220151121,2015,9,7,5,1749220151121001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511917weS:8AM-8PM,,0,8,318.12157553,4098.6044819,4098.6044819
,201511917weS:8AM-8PM,201569171752720151101,2015,9,7,5,1752720151101001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,201511917weS:8AM-8PM,,0,8,61.257758162,789.23072645,789.23072645
STRIPED SEAROBIN,201511917weS:8AM-8PM,201569171752720151101,2015,9,7,5,1752720151101002,4,6,we,8826020102,0,2,0,0,0,2,0,0,0,0,1,11,2,0,0,0,201511917weS:8AM-8PM,,0,8,61.257758162,789.23072645,789.23072645
STRIPED BASS,201511917weS:8AM-8PM,201569171752720151107,2015,9,7,5,1752720151107001,4,6,we,8835020102,0,2,0,0,0,2,0,0,0,0,1,11,2,0,0,0,201511917weS:8AM-8PM,,0,8,95.58790876,1231.5324121,1231.5324121
TAUTOG,201511917weS:8AM-8PM,201569171752720151107,2015,9,7,5,1752720151107001,4,6,we,8839010101,3,8,0,3,0,8,1466,7.7,0,0,1,11,11,7.7,1466,3,201511917weS:8AM-8PM,,0,8,95.58790876,1231.5324121,1231.5324121
TAUTOG,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114001,4,6,we,8839010101,0,4,0,0,0,4,0,0,0,0,1,11,4,0,0,0,201511917weS:8AM-8PM,,0,8,375.50821268,4837.9605845,4837.9605845
STRIPED SEAROBIN,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114002,4,6,we,8826020102,1,0,0,1,0,0,333,0.55,0,0,1,11,1,0.55,333,1,201511917weS:8AM-8PM,,0,8,375.50821268,4837.9605845,4837.9605845
TAUTOG,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114003,4,6,we,8839010101,1,1,0,1,0,1,457,1.9687441365,0,0,1,11,2,1.9687441365,457,1,201511917weS:8AM-8PM,,0,8,375.50821268,4837.9605845,4837.9605845
STRIPED SEAROBIN,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114004,4,6,we,8826020102,0,1,0,0,0,1,0,0,0,0,1,11,1,0,0,0,201511917weS:8AM-8PM,,0,8,409.54579916,5276.492942,5276.492942
TAUTOG,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114004,4,6,we,8839010101,3,0,0,3,0,0,1380,6.2,0,0,1,11,3,6.2,1380,3,201511917weS:8AM-8PM,,0,8,409.54579916,5276.492942,5276.492942
TAUTOG,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114005,4,6,we,8839010101,2,1,0,2,0,1,1016,6.2,0,0,1,11,3,6.2,1016,2,201511917weS:8AM-8PM,,0,8,409.54579916,5276.492942,5276.492942
TAUTOG,201511917weS:8AM-8PM,201569171752720151114,2015,9,7,5,1752720151114006,4,6,we,8839010101,2,2,0,2,0,2,952,5,0,0,1,11,4,5,952,2,201511917weS:8AM-8PM,,0,8,409.54579916,5276.492942,5276.492942
TAUTOG,201512917weS:8AM-8PM,201569171752720151205,2015,9,7,5,1752720151205001,4,6,we,8839010101,0,7,0,0,0,7,0,0,0,0,1,12,7,0,0,0,201512917weS:8AM-8PM,,0,8,94.942972194,1223.2231992,1223.2231992
SPINY DOGFISH,201512917weS:8AM-8PM,201569171752720151205,2015,9,7,5,1752720151205002,4,6,we,8710010201,0,1,0,0,0,1,0,0,0,0,1,12,1,0,0,0,201512917weS:8AM-8PM,,0,8,94.942972194,1223.2231992,1223.2231992
TAUTOG,201512917weS:8AM-8PM,201569171752720151205,2015,9,7,5,1752720151205002,4,6,we,8839010101,2,0,0,2,0,0,914,3.937488273,0,0,1,12,2,3.937488273,914,2,201512917weS:8AM-8PM,,0,8,94.942972194,1223.2231992,1223.2231992
,201512917weS:8AM-8PM,201569171752720151205,2015,9,7,5,1752720151205003,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,201512917weS:8AM-8PM,,0,8,94.942972194,1223.2231992,1223.2231992
BLACK SEA BASS,201512917weS:8AM-8PM,201569171752720151213,2015,9,7,5,1752720151213001,4,6,we,8835020301,3,1,0,3,0,1,1200,1.8890398948,0,0,1,12,4,1.8890398948,1200,3,201512917weS:8AM-8PM,,0,8,115.39338192,1486.7015276,1486.7015276
BLUEFISH,201512917weS:8AM-8PM,201569171752720151213,2015,9,7,5,1752720151213001,4,6,we,8835250101,0,2,0,0,0,2,0,0,0,0,1,12,2,0,0,0,201512917weS:8AM-8PM,,0,8,115.39338192,1486.7015276,1486.7015276
,2015112513wdS:8AM-8PM,2015625131751820151102,2015,25,3,1,1751820151102001,4,6,wd,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2015112513wdS:8AM-8PM,,0,8,2537.864967,21800.575719,21800.575719
,2015112513weS:8AM-8PM,2015625131751820151114,2015,25,3,1,1751820151114001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2015112513weS:8AM-8PM,,0,8,937.05432481,8049.4131983,8049.4131983
,2015112513weS:8AM-8PM,2015625131751820151114,2015,25,3,1,1751820151114002,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2015112513weS:8AM-8PM,,0,8,937.05432481,8049.4131983,8049.4131983
,2015112523wdS:8AM-8PM,2015625231273420151102,2015,25,3,5,1273420151102001,4,6,wd,,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2015112523wdS:8AM-8PM,,0,8,6602.8199874,56719.044933,56719.044933
,2015112513wdS:8AM-8PM,2015625131684420151116,2015,25,3,5,1684420151116001,4,6,wd,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2015112513wdS:8AM-8PM,,0,8,6090.8759207,52321.381726,52321.381726
,2015112513weS:8AM-8PM,2015625131720020151108,2015,25,3,5,1720020151108001,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2015112513weS:8AM-8PM,,0,8,704.49138666,6051.6686341,6051.6686341
,2015112513weS:8AM-8PM,2015625131720020151108,2015,25,3,5,1720020151108002,4,6,we,,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2015112513weS:8AM-8PM,,0,8,704.49138666,6051.6686341,6051.6686341
,2015112523weS:8AM-8PM,2015625231727020151101,2015,25,3,5,1727020151101001,4,6,we,,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2015112523weS:8AM-8PM,,0,8,392.82230569,3374.3924641,3374.3924641
,2015112523weS:8AM-8PM,2015625231727020151101,2015,25,3,5,1727020151101002,4,6,we,,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2015112523weS:8AM-8PM,,0,8,392.82230569,3374.3924641,3374.3924641
TAUTOG,2015112523wdS:8AM-8PM,2015625231727020151105,2015,25,3,5,1727020151105001,4,6,wd,8839010101,0,1,0,0,0,1,0,0,0,0,2,11,1,0,0,0,2015112523wdS:8AM-8PM,,0,8,988.14994691,8488.3309474,8488.3309474
,2015112523weS:8AM-8PM,2015625231727020151108,2015,25,3,5,1727020151108001,4,6,we,,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2015112523weS:8AM-8PM,,0,8,1032.5804449,8869.9944509,8869.9944509
TAUTOG,2015112525weS:8AM-8PM,2015625251745920151115,2015,25,5,1,1745920151115001,4,6,we,8839010101,2,4,0,2,0,4,885,3.5,0,0,2,11,6,3.5,885,2,2015112525weS:8AM-8PM,,0,8,2.1672041464,2.1672041464,2.1672041464
TAUTOG,2015112525weS:8AM-8PM,2015625251745920151115,2015,25,5,1,1745920151115002,4,6,we,8839010101,1,2,0,1,0,2,396,1.5,0,0,2,11,3,1.5,396,1,2015112525weS:8AM-8PM,,0,8,2.1672041464,2.1672041464,2.1672041464
BLACK SEA BASS,2015112525weS:8AM-8PM,2015625251745820151122,2015,25,5,5,1745820151122001,4,6,we,8835020301,0,5,0,0,0,5,0,0,0,0,2,11,5,0,0,0,2015112525weS:8AM-8PM,,0,8,0,0,0
TAUTOG,2015112525weS:8AM-8PM,2015625251745820151122,2015,25,5,5,1745820151122001,4,6,we,8839010101,0,16,2,0,2,16,0,0,879,3.3,2,11,18,3.3,879,2,2015112525weS:8AM-8PM,,0,8,0,0,0
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110001,4,6,wd,8850030302,0,4,0,0,0,4,0,0,0,0,2,11,4,0,0,0,2015112527wdS:8AM-8PM,,0,8,612.00056661,6043.830543,6043.830543
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110002,4,6,wd,8850030302,9,10,2,9,2,10,2887.9996102,3.3136363636,641.77769115,0.7363636364,2,11,21,4.05,3529.7773013,11,2015112527wdS:8AM-8PM,,0,8,2448.0022664,24175.322172,24175.322172
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110003,4,6,wd,8850030302,0,0,20,0,20,0,0,0,5656,5,2,11,20,5,5656,20,2015112527wdS:8AM-8PM,,0,8,612.00056661,6043.830543,6043.830543
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110004,4,6,wd,8850030302,0,0,20,0,20,0,0,0,5544,5,2,11,20,5,5544,20,2015112527wdS:8AM-8PM,,0,8,612.00056661,6043.830543,6043.830543
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110005,4,6,wd,8850030302,0,0,15,0,15,0,0,0,3990,2.7,2,11,15,2.7,3990,15,2015112527wdS:8AM-8PM,,0,8,612.00056661,6043.830543,6043.830543
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110006,4,6,wd,8850030302,0,0,20,0,20,0,0,0,5760,4.8,2,11,20,4.8,5760,20,2015112527wdS:8AM-8PM,,0,8,612.00056661,6043.830543,6043.830543
ATLANTIC MACKEREL,2015112527wdS:8AM-8PM,2015625271273420151110,2015,25,7,2,1273420151110007,4,6,wd,8850030302,0,6,9,0,9,6,0,0,2590.2,2.25,2,11,15,2.25,2590.2,9,2015112527wdS:8AM-8PM,,0,8,1836.0016998,18131.491629,18131.491629
