prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,telefon,COASTAL,new_list,kod,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,region,strat_interval,month,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,AREA_NC,MODE2001,MONITOR,TOURN,TURTLE,AGE,GENDER,ART_REEF,REEFCODE,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,fl_reg
,ATLANTIC HERRING,201512913weS:8AM-8PM,201569131741320151227,2015,4,9,1,9,1,92,5,3,C,5,3,0,138,58,1,0,1,0,0,,8,1741320151227001,4,6,1,,0,0,,Y,,we,1741320151227,1,1741320151227001,2,9,0,1,S:8AM-8PM,12,FAIRFIELD,1330,161722,,,1,1,8,1,1,28MAR201612:53,8,8747010201,,,5,8,,,,,,,,,4087.974087,201512913weS:8AM-8PM,,0,1741320151227001,8
,ATLANTIC HERRING,201512913weS:8AM-8PM,201569131741320151227,2015,4,9,1,9,1,92,5,3,C,5,1.5,0.5,28,10,1,0,0,0,0,,8,1741320151227002,4,6,2,,0,0,,Y,,we,1741320151227,1,1741320151227002,,,,1,S:8AM-8PM,12,FAIRFIELD,1649,161722,,,1,1,8,1,8,28MAR201612:53,8,8747010201,,,5,8,,,,,,,,,3825.0146964,201512913weS:8AM-8PM,,0,1741320151227002,8
,ATLANTIC HERRING,201512913weS:8AM-8PM,201569131741320151227,2015,4,9,1,9,1,92,5,3,C,5,1.5,0.5,2,2,1,0,0,0,0,,8,1741320151227003,4,6,2,,0,0,,Y,,we,1741320151227,1,1741320151227003,,,,1,S:8AM-8PM,12,FAIRFIELD,1655,161722,,,1,1,8,0,8,28MAR201612:53,8,8747010201,,,5,8,,,,,,,,,3825.0146964,201512913weS:8AM-8PM,,0,1741320151227003,8
,ATLANTIC MENHADEN,201511913weS:8AM-8PM,201569131745520151106,2015,4,9,11,9,11,754,1,3,C,5,0.5,,50,8,1,0,0,0,0,,8,1745520151106001,4,6,2,,0,0,,Y,,we,1745520151106,1,1745520151106001,,,,1,S:8AM-8PM,11,NEW LONDON,1342,161732,,,1,1,8,1,8,28MAR201612:53,8,8747010401,,,1,8,,,,,,,,,2172.179707,201511913weS:8AM-8PM,,0,1745520151106001,8
,ATLANTIC MENHADEN,201511913weS:8AM-8PM,201569131745520151106,2015,4,9,11,9,11,754,1,3,C,5,0.5,0,50,8,1,0,1,0,0,,8,1745520151106002,4,6,1,,0,0,,Y,,we,1745520151106,1,1745520151106002,2,9,0,1,S:8AM-8PM,11,NEW LONDON,1346,161732,,,1,1,8,0,1,28MAR201612:53,8,8747010401,,,1,8,,,,,,,,,2172.179707,201511913weS:8AM-8PM,,0,1745520151106002,8
,ATLANTIC MENHADEN,201511913weS:8AM-8PM,201569131745520151106,2015,4,9,11,9,11,754,1,3,C,5,0.5,0,50,8,1,0,1,0,0,,8,1745520151106003,4,6,1,,0,0,,Y,,we,1745520151106,1,1745520151106003,2,8,0,1,S:8AM-8PM,11,NEW LONDON,1350,161732,,,1,1,8,0,1,28MAR201612:53,8,8747010401,,,1,8,,,,,,,,,2172.179707,201511913weS:8AM-8PM,,0,1745520151106003,8
,,201511913weS:8AM-8PM,201569131745520151106,2015,4,9,11,9,11,754,2,3,C,5,1,0,50,7,1,1,0,0,0,,8,1745520151106004,4,6,2,,0,0,,Y,,we,1745520151106,1,1745520151106004,2,0,1,1,S:8AM-8PM,11,NEW LONDON,1642,,,,1,1,8,1,8,28MAR201612:53,8,,,,2,8,,,,,,,,,5629.3510909,201511913weS:8AM-8PM,,0,1745520151106004,8
,STRIPED BASS,201511913wdS:8AM-8PM,201569131745520151110,2015,4,9,13,9,7,825,1,3,C,5,1,,12,1,1,0,0,0,0,,8,1745520151110001,4,6,2,,0,0,,Y,,wd,1745520151110,1,1745520151110001,,,,1,S:8AM-8PM,11,TOLLAND,1520,167680,,,1,1,8,0,8,28MAR201612:53,8,8835020102,,,1,8,,,,,,,,,16381.77631,201511913wdS:8AM-8PM,,0,1745520151110001,8
,STRIPED BASS,201511913wdS:8AM-8PM,201569131745520151110,2015,4,9,13,9,7,825,1,3,C,5,1,,12,1,1,0,0,0,0,,8,1745520151110002,4,6,2,,0,0,,Y,,wd,1745520151110,1,1745520151110002,,,,1,S:8AM-8PM,11,TOLLAND,1525,167680,,,1,1,8,0,8,28MAR201612:53,8,8835020102,,,1,8,,,,,,,,,16381.77631,201511913wdS:8AM-8PM,,0,1745520151110002,8
,,201512913weS:8AM-8PM,201569131745520151226,2015,5,36,47,9,11,604,1,3,C,5,1,,0,0,1,0,0,0,0,,8,1745520151226001,4,6,2,,0,0,,O,,we,1745520151226,1,1745520151226001,,,,1,S:8AM-8PM,12,KINGS,1322,,,,1,1,8,0,8,28MAR201612:53,8,,,,1,8,,,,,,,,,5073.0814133,201512913weS:8AM-8PM,,0,1745520151226001,8
,,201512913weS:8AM-8PM,201569131745520151226,2015,5,36,47,9,11,604,1,3,C,5,1,,0,0,1,0,0,0,0,,8,1745520151226002,4,6,2,,0,0,,O,,we,1745520151226,1,1745520151226002,,,,1,S:8AM-8PM,12,KINGS,1327,,,,1,1,8,0,8,28MAR201612:53,8,,,,1,8,,,,,,,,,5073.0814133,201512913weS:8AM-8PM,,0,1745520151226002,8
,ATLANTIC MENHADEN,201512913weS:8AM-8PM,201569131745520151226,2015,4,9,7,9,11,604,4,3,C,5,1,,20,4,1,0,0,0,0,,8,1745520151226003,4,6,2,,0,0,,Y,,we,1745520151226,1,1745520151226003,,,,1,S:8AM-8PM,12,MIDDLESEX,1350,161732,,,1,1,8,1,8,28MAR201612:53,8,8747010401,,,4,8,,,,,,,,,5073.0814133,201512913weS:8AM-8PM,,0,1745520151226003,8
,ATLANTIC MENHADEN,201512913weS:8AM-8PM,201569131745520151226,2015,4,9,7,9,11,604,4,3,C,5,1,,20,4,1,0,0,0,0,,8,1745520151226004,4,6,2,,0,0,,Y,,we,1745520151226,1,1745520151226004,,,,1,S:8AM-8PM,12,MIDDLESEX,1355,161732,,,1,1,8,0,8,28MAR201612:53,8,8747010401,,,4,8,,,,,,,,,5073.0814133,201512913weS:8AM-8PM,,0,1745520151226004,8
,STRIPED BASS,201512913weS:8AM-8PM,201569131745520151226,2015,5,42,77,9,11,754,1,3,C,5,0.5,,25,1,1,0,0,0,0,,8,1745520151226005,4,6,2,,0,0,,O,,we,1745520151226,1,1745520151226005,,,,1,S:8AM-8PM,12,,1602,167680,,,1,1,8,1,8,28MAR201612:53,8,8835020102,,,1,8,,,,,,,,,5568.7145498,201512913weS:8AM-8PM,,0,1745520151226005,8
,STRIPED BASS,201512913weS:8AM-8PM,201569131745520151226,2015,5,42,77,9,11,754,1,3,C,5,0.5,,25,1,1,0,0,0,0,,8,1745520151226006,4,6,2,,0,0,,O,,we,1745520151226,1,1745520151226006,,,,1,S:8AM-8PM,12,,1608,167680,,,1,1,8,0,8,28MAR201612:53,8,8835020102,,,1,8,,,,,,,,,5568.7145498,201512913weS:8AM-8PM,,0,1745520151226006,8
,,201511913wdS:8AM-8PM,201569131749220151104,2015,4,9,11,9,11,754,1,3,C,5,1,,100,50,1,0,0,0,0,,8,1749220151104001,4,6,2,,0,0,,Y,,wd,1749220151104,1,1749220151104001,,,,1,S:8AM-8PM,11,NEW LONDON,1142,,,,1,1,8,0,8,28MAR201612:53,8,,,,1,8,,,,,,,,,44910.900413,201511913wdS:8AM-8PM,,0,1749220151104001,8
,STRIPED BASS,201511913weS:8AM-8PM,201569131752720151106,2015,4,9,1,9,1,92,5,3,C,5,3,0,45,20,1,2,0,0,0,,8,1752720151106001,4,6,2,,0,0,,Y,,we,1752720151106,1,1752720151106001,2,,,1,S:8AM-8PM,11,FAIRFIELD,1229,167680,,,1,1,8,0,8,28MAR201612:53,8,8835020102,,,5,8,,,,,,,,,8478.4452747,201511913weS:8AM-8PM,,0,1752720151106001,8
,,201511913weS:8AM-8PM,201569131752720151106,2015,4,9,1,9,1,92,5,3,C,5,1.5,0,30,15,1,1,0,0,0,,8,1752720151106002,4,6,2,,0,0,,Y,,we,1752720151106,1,1752720151106002,2,,,1,S:8AM-8PM,11,FAIRFIELD,1304,,,,1,1,8,0,8,28MAR201612:53,8,,,,5,8,,,,,,,,,8478.4452747,201511913weS:8AM-8PM,,0,1752720151106002,8
,,201511913weS:8AM-8PM,201569131752720151129,2015,4,9,7,9,11,828,5,3,C,5,3,0,30,5,1,1,0,0,0,,8,1752720151129001,4,6,2,,0,0,,Y,,we,1752720151129,1,1752720151129001,2,,,1,S:8AM-8PM,11,MIDDLESEX,1455,,,,1,1,8,0,8,28MAR201612:53,8,,,,5,8,,,,,,,,,10756.997399,201511913weS:8AM-8PM,,0,1752720151129001,8
,,201599904xx,20156904,2015,,,,9,,,,4,,5,,,,,,,,,,,,20156498499xx005,4,6,,,,,,,,xx,,,20156498499xx005,,,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,156.60583241,201599904xx,,0,20156498499xx005,8
,,201599905xx,20156905,2015,,,,9,,,,5,,2,,,,,,,,,,,,20156498599xx002,4,6,,,,,,,,xx,,,20156498599xx002,,,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,2462.8528023,201599905xx,,0,20156498599xx002,8
STRIPED BASS,BLUEFISH,201511915wdS:8AM-8PM,201569151745520151116,2015,4,9,9,9,7,442,7,5,C,5,5,0,50,0,1,2,0,0,0,6,1,1745520151116001,4,6,2,1,0,5,,Y,1,wd,1745520151116,7,1745520151116001,1,0,1,1,S:8AM-8PM,11,NEW HAVEN,1501,168559,167680,,1,1,8,1,8,28MAR201612:53,8,8835250101,8835020102,,7,8,,,,,,,,,268.48853019,201510915wdS:8AM-8PM,all,1,1745520151116001,8
STRIPED BASS,BLUEFISH,201511915wdS:8AM-8PM,201569151745520151116,2015,4,9,1,9,7,442,7,5,C,5,5,0,0,0,1,1,0,0,1,6,2,1745520151116002,4,6,2,1,0,5,,Y,1,wd,1745520151116,7,1745520151116001,1,,,1,S:8AM-8PM,11,FAIRFIELD,1504,168559,167680,,1,1,8,1,8,28MAR201612:53,8,8835250101,8835020102,,7,8,,,,,,,,,268.48853019,201510915wdS:8AM-8PM,all,1,1745520151116002,8
STRIPED BASS,BLUEFISH,201511915wdS:8AM-8PM,201569151745520151116,2015,4,9,9,9,7,442,7,5,C,5,5,0,30,4,1,2,0,0,1,6,2,1745520151116003,4,6,2,1,0,5,,Y,1,wd,1745520151116,7,1745520151116001,1,0,1,1,S:8AM-8PM,11,NEW HAVEN,1510,168559,167680,,1,1,8,1,8,28MAR201612:53,8,8835250101,8835020102,,7,8,,,,,,,,,268.48853019,201510915wdS:8AM-8PM,all,1,1745520151116003,8
STRIPED BASS,BLUEFISH,201511915wdS:8AM-8PM,201569151745520151116,2015,4,9,9,9,7,442,7,5,C,5,5,0,0,0,1,2,0,0,1,6,2,1745520151116004,4,6,2,1,0,5,,Y,1,wd,1745520151116,7,1745520151116001,1,0,3,1,S:8AM-8PM,11,NEW HAVEN,1515,168559,167680,,1,1,8,1,8,28MAR201612:53,8,8835250101,8835020102,,7,8,,,,,,,,,268.48853019,201510915wdS:8AM-8PM,all,1,1745520151116004,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151103,2015,4,9,5,9,11,616,8,7,C,5,3,0,12,7,2,1,4,0,0,2,1,1745520151103001,4,6,1,,0,3.5,,Y,,wd,1745520151103,7,1745520151103001,1,6,0,1,S:8AM-8PM,11,LITCHFIELD,1243,170479,,,1,1,2,1,2,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,20598.682976,201511917wdS:8AM-8PM,,0,1745520151103001,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151103,2015,4,9,5,9,11,616,8,7,C,5,3,0,7,4,0,1,0,1,1,2,2,1745520151103002,4,6,3,,0,3.5,,Y,,wd,1745520151103,7,1745520151103001,1,,,1,S:8AM-8PM,11,LITCHFIELD,1254,170479,,,1,1,8,1,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,20598.682976,201511917wdS:8AM-8PM,,0,1745520151103001,8
BLUEFISH,STRIPED BASS,201511917wdS:8AM-8PM,201569171745520151103,2015,4,9,9,9,11,607,8,7,C,5,2,0,30,15,1,1,0,0,0,1,8,1745520151103003,4,6,2,,0,3.5,,Y,,wd,1745520151103,7,1745520151103003,1,,,1,S:8AM-8PM,11,NEW HAVEN,1659,167680,168559,,1,1,8,1,8,28MAR201612:53,8,8835020102,8835250101,,8,8,,,,,,,,,4871.0027334,201511917wdS:8AM-8PM,,0,1745520151103003,8
,,201511917wdS:8AM-8PM,201569171745520151104,2015,4,44,9,9,11,737,8,7,C,5,4,0,30,15,1,2,0,0,0,1,8,1745520151104001,4,6,2,,0,5,,O,,wd,1745520151104,7,1745520151104001,1,,,1,S:8AM-8PM,11,WASHINGTON,1319,,,,1,1,8,0,8,28MAR201612:53,8,,,,8,8,,,,,,,,,3487.2863368,201511917wdS:8AM-8PM,,0,1745520151104001,8
BLUEFISH,STRIPED BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,4,25,27,9,11,737,8,7,2,5,4.5,0,3,0,2,1,4,0,0,2,1,1745520151104002,4,6,1,,0,6.5,,O,,wd,1745520151104,7,1745520151104002,1,4,0,1,S:8AM-8PM,11,,1330,167680,168559,,1,1,2,0,2,28MAR201612:53,8,8835020102,8835250101,,8,8,,,,,,,,,3487.2863368,201511917wdS:8AM-8PM,,0,1745520151104002,8
BLUEFISH,STRIPED BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,4,25,27,9,11,737,8,7,2,5,4.5,0,3,0,0,1,0,1,1,2,2,1745520151104003,4,6,3,,0,6.5,,O,,wd,1745520151104,7,1745520151104002,1,,,1,S:8AM-8PM,11,,1337,167680,168559,,1,1,8,0,8,28MAR201612:53,8,8835020102,8835250101,,8,8,,,,,,,,,3487.2863368,201511917wdS:8AM-8PM,,0,1745520151104002,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,4,44,9,9,11,737,8,7,C,5,2.5,0,13,12,2,1,1,0,0,2,1,1745520151104004,4,6,1,,0,3,,O,,wd,1745520151104,7,1745520151104004,1,7,0,1,S:8AM-8PM,11,WASHINGTON,1410,170479,,,1,1,2,0,2,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,2480.2047322,201511917wdS:8AM-8PM,,0,1745520151104004,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,4,44,9,9,11,737,8,7,C,5,2.5,0,13,12,0,2,0,1,1,2,2,1745520151104005,4,6,3,,0,3,,O,,wd,1745520151104,7,1745520151104004,1,,,1,S:8AM-8PM,11,WASHINGTON,1417,170479,,,1,1,8,0,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,2480.2047322,201511917wdS:8AM-8PM,,0,1745520151104004,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,4,9,9,9,11,737,8,7,C,5,3,0,24,3,1,1,0,0,0,1,8,1745520151104006,4,6,2,,0,4.5,,Y,,wd,1745520151104,7,1745520151104006,1,,,1,S:8AM-8PM,11,NEW HAVEN,1447,170479,,,1,1,8,1,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,2480.2047322,201511917wdS:8AM-8PM,,0,1745520151104006,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,4,9,11,9,11,737,8,7,C,5,7,0,20,0,2,2,4,0,0,2,1,1745520151104007,4,6,1,,0,7,,Y,,wd,1745520151104,7,1745520151104007,1,,,1,S:8AM-8PM,11,NEW LONDON,1535,170479,,,1,1,2,1,2,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,2480.2047322,201511917wdS:8AM-8PM,,0,1745520151104007,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,4,9,11,9,11,737,8,7,C,5,7,0,20,0,0,1,0,1,1,2,2,1745520151104008,4,6,3,,0,7,,Y,,wd,1745520151104,7,1745520151104007,1,,,1,S:8AM-8PM,11,NEW LONDON,1540,170479,,,1,1,8,1,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,2480.2047322,201511917wdS:8AM-8PM,,0,1745520151104007,8
,TAUTOG,201511917wdS:8AM-8PM,201569171745520151104,2015,4,25,13,9,11,737,8,7,C,5,6,0,12,0,1,2,0,0,0,4,1,1745520151104009,4,6,2,,0,8,,O,,wd,1745520151104,7,1745520151104009,1,,,1,S:8AM-8PM,11,,1621,170479,,,1,1,8,1,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,9920.8189289,201511917wdS:8AM-8PM,,0,1745520151104009,8
TAUTOG,BLACK SEA BASS,201511917wdS:8AM-8PM,201569171745520151104,2015,4,9,7,9,11,737,8,7,2,5,7,0,4,0,2,1,3,0,0,2,1,1745520151104010,4,6,1,,0,8,,Y,,wd,1745520151104,7,1745520151104010,1,2,0,1,S:8AM-8PM,11,MIDDLESEX,1641,167687,170479,,1,1,2,1,2,28MAR201612:53,8,8835020301,8839010101,,8,8,,,,,,,,,4960.4094645,201511917wdS:8AM-8PM,,0,1745520151104010,8
,STRIPED BASS,201511917weS:8AM-8PM,201569171745520151113,2015,4,25,13,9,7,825,8,7,C,5,4,0,45,10,1,2,0,0,0,2,1,1745520151113001,4,6,2,,0,6.5,,O,,we,1745520151113,7,1745520151113001,1,,,1,S:8AM-8PM,11,,1535,167680,,,1,1,8,1,8,28MAR201612:53,8,8835020102,,,8,8,,,,,,,,,2158.5571223,201511917weS:8AM-8PM,,0,1745520151113001,8
,STRIPED BASS,201511917weS:8AM-8PM,201569171745520151113,2015,4,25,25,9,7,825,8,7,C,5,4,0,45,10,1,2,0,0,1,2,2,1745520151113002,4,6,2,,0,6.5,,O,,we,1745520151113,7,1745520151113001,1,,,1,S:8AM-8PM,11,SUFFOLK,1545,167680,,,1,1,8,1,8,28MAR201612:53,8,8835020102,,,8,8,,,,,,,,,2158.5571223,201511917weS:8AM-8PM,,0,1745520151113002,8
,BLACK SEA BASS,201511917wdS:8AM-8PM,201569171745520151116,2015,4,9,7,9,7,442,8,7,C,5,2.5,0,20,4,1,1,0,0,0,2,1,1745520151116005,4,6,2,,0,3,,Y,,wd,1745520151116,7,1745520151116005,1,,,1,S:8AM-8PM,11,MIDDLESEX,1608,167687,,,1,1,8,1,8,28MAR201612:53,8,8835020301,,,8,8,,,,,,,,,5052.3426736,201511917wdS:8AM-8PM,,0,1745520151116005,8
,STRIPED BASS,201511917weS:8AM-8PM,201569171745520151121,2015,4,9,15,9,11,750,8,7,C,5,2,,10,2,1,0,0,0,0,3,1,1745520151121001,4,6,2,,0,3,,Y,,we,1745520151121,7,1745520151121001,,,,1,S:8AM-8PM,11,WINDHAM,1335,167680,,,1,1,8,1,8,28MAR201612:53,8,8835020102,,,8,8,,,,,,,,,3073.9533614,201511917weS:8AM-8PM,,0,1745520151121001,8
BLACK SEA BASS,TAUTOG,201511917weS:8AM-8PM,201569171745520151127,2015,4,9,7,9,11,616,8,7,C,5,1.5,,45,5,1,0,0,0,0,2,1,1745520151127001,4,6,2,,0,3,,Y,,we,1745520151127,7,1745520151127001,,,,1,S:8AM-8PM,11,MIDDLESEX,1324,170479,167687,,1,1,8,1,8,28MAR201612:53,8,8839010101,8835020301,,8,8,,,,,,,,,13046.855155,201511917weS:8AM-8PM,,0,1745520151127001,8
BLACK SEA BASS,TAUTOG,201511917weS:8AM-8PM,201569171745520151127,2015,4,9,7,9,11,616,8,7,C,5,1.5,,45,5,1,0,0,0,1,2,2,1745520151127002,4,6,2,,0,3,,Y,,we,1745520151127,7,1745520151127001,,,,1,S:8AM-8PM,11,MIDDLESEX,1328,170479,167687,,1,1,8,0,8,28MAR201612:53,8,8839010101,8835020301,,8,8,,,,,,,,,13046.855155,201511917weS:8AM-8PM,,0,1745520151127002,8
,TAUTOG,201511917weS:8AM-8PM,201569171749220151101,2015,4,9,3,9,11,616,8,7,C,5,3.5,0,25,10,1,1,0,0,0,1,8,1749220151101001,4,6,2,,0,5,,Y,,we,1749220151101,7,1749220151101001,1,,,1,S:8AM-8PM,11,HARTFORD,1135,170479,,,1,1,8,1,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,14513.881754,201511917weS:8AM-8PM,,0,1749220151101001,8
,TAUTOG,201511917wdS:8AM-8PM,201569171749220151118,2015,4,9,7,9,7,825,8,7,C,5,4.5,,25,7,1,0,0,0,0,1,8,1749220151118001,4,6,2,,0,5,,Y,,wd,1749220151118,7,1749220151118001,,,,1,S:8AM-8PM,11,MIDDLESEX,1429,170479,,,1,1,8,0,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,19442.21908,201511917wdS:8AM-8PM,,0,1749220151118001,8
,TAUTOG,201511917weS:8AM-8PM,201569171749220151121,2015,4,9,7,9,11,645,8,7,C,5,4,,20,6,1,0,0,0,0,1,8,1749220151121001,4,6,2,,0,5,,Y,,we,1749220151121,7,1749220151121001,,,,1,S:8AM-8PM,11,MIDDLESEX,1140,170479,,,1,1,8,0,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,4098.6044819,201511917weS:8AM-8PM,,0,1749220151121001,8
,TAUTOG,201511917weS:8AM-8PM,201569171752720151101,2015,4,9,3,9,7,442,8,7,C,5,2,,24,10,1,0,0,0,0,2,1,1752720151101001,4,6,2,,0,2.5,,Y,,we,1752720151101,7,1752720151101001,,,,1,S:8AM-8PM,11,HARTFORD,1420,170479,,,1,1,8,0,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,789.23072645,201511917weS:8AM-8PM,,0,1752720151101001,8
,TAUTOG,201511917weS:8AM-8PM,201569171752720151101,2015,4,9,3,9,7,442,8,7,C,5,2,0,2,1,1,1,0,0,1,2,2,1752720151101002,4,6,2,,0,2.5,,Y,,we,1752720151101,7,1752720151101001,1,,,1,S:8AM-8PM,11,HARTFORD,1422,170479,,,1,1,8,0,8,28MAR201612:53,8,8839010101,,,8,8,,,,,,,,,789.23072645,201511917weS:8AM-8PM,,0,1752720151101002,8
