prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,198917228301wd,11298198901252350,0,1,1,,2,1,23,19,Y,5,20,,2.5,1129819890125006,50,2,3,0,0,0,,,,7,22,22,7,2,1,1989,1129819890125,01,wd,,,1129819890125006,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1645,70663,8,24,4306.7712739,198917228301wd,,0,1129819890125006
,,198917228301wd,11298198901252350,0,1,1,,2,1,23,19,Y,5,20,,2.5,1129819890125005,50,2,3,0,0,0,,,,7,22,22,7,2,1,1989,1129819890125,01,wd,,,1129819890125005,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1630,70663,8,28,4306.7712739,198917228301wd,,0,1129819890125005
,,198917228301wd,11298198901252350,0,1,1,,2,1,23,19,Y,1,25,,3,1129819890125004,50,2,3,2,0,0,,,,7,22,22,7,1,1,1989,1129819890125,01,wd,,,1129819890125004,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1545,70601,8,35,4306.7712739,198917228301wd,,0,1129819890125004
,,198917228301wd,11298198901252350,0,1,1,,2,1,23,115,N,1,24,,6,1129819890125003,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1129819890125,01,wd,,,1129819890125003,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1450,71459,8,25,2153.9658006,198917228301wd,,0,1129819890125003
BLACK DRUM,RED DRUM,198917228301wd,11298198901252350,0,1,1,,1,1,23,115,N,3,24,,6,1129819890125002,50,2,3,0,2,0,,,,7,22,22,7,1,1,1989,1129819890125,01,wd,,,1129819890125002,1,2,0,8,1,,,12JUN91:15:13,1,1,1,,,,8835440901,8835440801,1,88,8,1425,71459,8,23,2153.9658006,198917228301wd,,0,1129819890125002
,,198917228301wd,11298198901252350,0,1,1,,1,1,23,115,N,2,30,,6,1129819890125001,50,2,3,0,3,0,,,,7,22,22,7,1,1,1989,1129819890125,01,wd,,,1129819890125001,1,3,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,88,8,1410,71459,8,25,2153.9658006,198917228301wd,,0,1129819890125001
,SPOTTED SEATROUT,198917228301we,108561989012151150,0,1,1,,2,1,51,33,Y,2,12,,5,1085619890121009,150,3,3,0,0,0,,,,7,22,22,7,1,1,1989,1085619890121,01,we,,,1085619890121009,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440102,,1,88,8,1350,70818,8,46,10998.399082,198917228301we,,0,1085619890121009
RED DRUM,SPOTTED SEATROUT,198917228301we,108561989012151150,0,1,1,,2,1,51,33,Y,2,12,,4.5,1085619890121008,150,3,3,1,0,0,,,,7,22,22,7,1,1,1989,1085619890121,01,we,,,1085619890121008,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440102,8835440901,1,88,8,1345,70739,8,25,10998.399082,198917228301we,,0,1085619890121008
,,198917228301we,108561989012151150,0,1,1,,2,1,51,51,Y,2,40,,12,1085619890121003,150,1,3,0,0,0,,,,7,22,22,7,1,1,1989,1085619890121,01,we,,,1085619890121003,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,88,8,1125,70079,8,24,10998.399082,198917228301we,,0,1085619890121003
,,198917228301we,108561989012151150,0,1,1,,1,1,51,89,Y,2,12,,12,1085619890121002,150,1,3,0,1,0,,,,7,22,22,7,1,1,1989,1085619890121,01,we,,,1085619890121002,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,88,8,1115,70079,8,18,10998.399082,198917228301we,,0,1085619890121002
BLACK DRUM,RED DRUM,198917228301we,108561989012151150,0,1,1,,2,1,51,89,Y,1,3,,12,1085619890121001,150,1,3,1,0,0,,,,7,22,22,7,1,1,1989,1085619890121,01,we,,,1085619890121001,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440901,8835440801,1,88,8,1105,70047,8,36,10998.399082,198917228301we,,0,1085619890121001
,,198917228301we,113001989012819262,0,5,5,,2,1,19,19,Y,1,2,,0.5,1130019890128005,262,1,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1440,70663,8,8,6010.3791933,198917228301we,,0,1130019890128005
,,198917228301we,113001989012819262,0,5,5,,2,1,19,19,Y,0,0,,0.5,1130019890128004,262,1,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1430,70663,8,5,6010.3791933,198917228301we,,0,1130019890128004
,,198917228301we,113001989012819262,0,5,5,,2,1,19,19,Y,0,3,,0.5,1130019890128003,262,1,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1420,70663,8,66,6010.3791933,198917228301we,,0,1130019890128003
,,198917228301we,113001989012819262,0,5,5,,2,1,19,19,Y,0,2,,0.5,1130019890128002,262,1,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1410,70663,8,65,6010.3791933,198917228301we,,0,1130019890128002
LARGEMOUTH BASS,RED DRUM,198917228301wd,113001989012723263,0,5,5,,2,1,23,23,Y,4,50,,1,1130019890127002,263,5,3,1,0,0,,,,7,22,22,7,1,1,1989,1130019890127,01,wd,,,1130019890127002,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8835160602,1,88,8,1655,70631,8,12,18737.528527,198917228301wd,,0,1130019890127002
,,198917228301wd,11300198901272350,0,5,5,,2,1,23,19,Y,3,10,,1.5,1130019890127001,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890127,01,wd,,,1130019890127001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1505,70601,8,56,8565.1407486,198917228301wd,,0,1130019890127001
,,198917228301we,113001989012123178,0,3,5,,2,1,23,53,Y,0,50,,1,1130019890121009,178,5,3,0,0,0,,,,7,22,22,7,2,1,1989,1130019890121,01,we,,,1130019890121009,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1445,70546,8,74,13148.604897,198917228301we,,0,1130019890121009
,,198917228301we,11300198901212350,0,5,5,,2,1,23,115,N,1,5,,6,1130019890121008,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890121,01,we,,,1130019890121008,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1400,71446,8,27,3005.9992528,198917228301we,,0,1130019890121008
,,198917228301we,11300198901212350,0,5,5,,2,1,23,115,N,0,0,,6,1130019890121007,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890121,01,we,,,1130019890121007,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1345,71446,8,37,3005.9992528,198917228301we,,0,1130019890121007
,,198917228301we,11300198901212350,0,5,5,,2,1,23,19,Y,4,60,,1,1130019890121006,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890121,01,we,,,1130019890121006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1330,70601,8,50,6010.3791933,198917228301we,,0,1130019890121006
,,198917228301we,11300198901212350,0,5,5,,2,1,23,19,Y,6,30,,0.5,1130019890121005,50,2,3,0,0,0,,,,7,22,22,7,1,1,1989,1130019890121,01,we,,,1130019890121005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,88,8,1315,70601,8,46,6010.3791933,198917228301we,,0,1130019890121005
BLACK DRUM,RED DRUM,198917228301we,113001989012123178,0,3,5,,2,1,23,115,N,0,0,,4.5,1130019890121004,178,5,3,0,0,0,,,,7,22,22,7,8,1,1989,1130019890121,01,we,,,1130019890121004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8835440801,2,88,8,1230,71459,8,23,6576.0736928,198917228301we,,0,1130019890121004
RED DRUM,HARDHEAD CATFISH,198917228301we,113001989012123178,0,3,5,,2,1,23,115,N,8,50,,4.5,1130019890121003,178,5,3,0,0,0,,,,7,22,22,7,8,1,1989,1130019890121,01,we,,,1130019890121003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8777180202,8835440901,2,88,8,1210,71459,8,25,6576.0736928,198917228301we,,0,1130019890121003
,,198917228301we,113001989012123178,0,3,5,,2,1,23,115,N,2,10,,4,1130019890121002,178,5,3,0,0,0,,,,7,22,22,7,8,1,1989,1130019890121,01,we,,,1130019890121002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,2,88,8,1045,71459,8,27,6576.0736928,198917228301we,,0,1130019890121002
,,198917228301we,113001989012123178,0,3,5,,2,1,23,115,N,3,5,,4,1130019890121001,178,5,3,0,0,0,,,,7,22,22,7,8,1,1989,1130019890121,01,we,,,1130019890121001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,2,88,8,1030,71459,8,30,6576.0736928,198917228301we,,0,1130019890121001
SOUTHERN FLOUNDER,SPOTTED SEATROUT,198917228302wd,10856198902208764,0,4,5,,2,1,87,71,Y,1,2,,4,1085619890220002,64,3,3,0,0,0,,,,7,22,22,7,1,1,1989,1085619890220,02,wd,,,1085619890220002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8857030304,1,88,8,1135,70127,8,42,77639.972003,198917228302wd,,0,1085619890220002
SPOTTED SEATROUT,RED DRUM,198917228302wd,10856198902208764,0,4,5,,2,1,87,71,Y,1,6,,4,1085619890220001,64,3,3,1,0,0,,,,7,22,22,7,1,1,1989,1085619890220,02,wd,,,1085619890220001,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8835440102,1,88,8,1005,70126,8,43,77639.972003,198917228302wd,,0,1085619890220001
RED DRUM,SPOTTED SEATROUT,198917228502wd,11298198902022341,0,4,5,,3,0,23,19,Y,50,305,,6,1129819890202005,41,7,5,0,0,1,,,,7,22,22,7,1,1,1989,1129819890202,02,wd,,,1129819890202005,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1630,70605,2,30,153.68128439,198917228502wd,,0,1129819890202003
RED DRUM,SPOTTED SEATROUT,198917228502wd,11298198902022341,0,4,5,,3,0,23,19,Y,0,35,,6,1129819890202004,41,7,5,2,0,1,,,,7,22,22,7,1,1,1989,1129819890202,02,wd,,,1129819890202004,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1620,70605,2,30,153.68128439,198917228502wd,,0,1129819890202003
SPOTTED SEATROUT,RED DRUM,198917228502wd,11298198902022341,0,4,5,,1,4,23,19,Y,2,30,,6,1129819890202003,41,7,5,1,11,0,,,,7,22,22,7,1,1,1989,1129819890202,02,wd,,,1129819890202003,1,11,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440901,8835440102,1,1,2,1600,70605,2,41,153.68128439,198917228502wd,,0,1129819890202003
,SPOTTED SEATROUT,198917228502wd,11298198902012341,0,4,5,,3,0,23,17,N,3,25,,5,1129819890201005,41,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1129819890201,02,wd,,,1129819890201005,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1625,71109,2,64,149.22385471,198917228502wd,,0,1129819890201003
,SPOTTED SEATROUT,198917228502wd,11298198902012341,0,4,5,,3,0,23,17,N,0,3,,5,1129819890201004,41,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1129819890201,02,wd,,,1129819890201004,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1620,71109,2,68,149.22385471,198917228502wd,,0,1129819890201003
SPOTTED SEATROUT,RED DRUM,198917228502wd,11298198902012341,0,4,5,,1,4,23,19,Y,50,300,,5,1129819890201003,41,7,5,1,9,0,,,,7,22,22,7,1,1,1989,1129819890201,02,wd,,,1129819890201003,1,3,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440901,8835440102,1,1,2,1610,70605,2,30,153.68128439,198917228502wd,,0,1129819890201003
SOUTHERN FLOUNDER,RED DRUM,198917228501wd,11298198901272341,0,4,5,,3,0,23,19,Y,0,30,,6,1129819890127007,41,7,5,0,0,1,,,,7,22,22,7,1,1,1989,1129819890127,01,wd,,,1129819890127007,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8857030304,1,1,8,1655,70602,2,68,153.68128439,198917228501wd,,0,1129819890127005
,,198917228501wd,11298198901272341,0,4,5,,3,0,23,19,Y,0,30,,6,1129819890127006,41,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1129819890127,01,wd,,,1129819890127006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1645,70601,2,62,153.68128439,198917228501wd,,0,1129819890127005
SPOTTED SEATROUT,RED DRUM,198917228501wd,11298198901272341,0,4,5,,1,3,23,19,Y,41,301,,6,1129819890127005,41,7,5,0,2,0,,,,7,22,22,7,1,1,1989,1129819890127,01,wd,,,1129819890127005,1,2,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440901,8835440102,1,1,2,1630,70605,2,30,153.68128439,198917228501wd,,0,1129819890127005
RED DRUM,SPOTTED SEATROUT,198917228501wd,11298198901272341,0,4,5,,2,1,23,19,Y,30,100,,6,1129819890127004,41,7,5,0,0,0,,,,7,22,22,7,1,1,1989,1129819890127,01,wd,,,1129819890127004,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1535,70605,2,30,153.68128439,198917228501wd,,0,1129819890127004
RED DRUM,SPOTTED SEATROUT,198917228502wd,11298198902012341,0,4,5,,3,0,23,17,N,0,30,,5,1129819890201006,41,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1129819890201,02,wd,,,1129819890201006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1630,71108,2,50,149.22385471,198917228502wd,,0,1129819890201003
,,198917228501wd,11298198901272341,0,4,5,,2,1,23,17,N,3,3,,6,1129819890127003,41,7,5,2,0,0,,,,7,22,22,7,1,1,1989,1129819890127,01,wd,,,1129819890127003,1,0,1,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1525,71105,2,66,149.22385471,198917228501wd,,0,1129819890127003
,RED DRUM,198917228501wd,11298198901272341,0,4,5,,2,1,23,131,O,1,1,,6,1129819890127002,41,7,5,0,0,0,,,,,22,5,7,1,1,1989,1129819890127,01,wd,,,1129819890127002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1510,72903,2,54,637.46794265,198917228501wd,,0,1129819890127002
,RED DRUM,198917228501wd,11298198901272341,0,4,5,,2,1,23,131,O,1,1,,6,1129819890127001,41,7,5,0,0,0,,,,,22,5,7,1,1,1989,1129819890127,01,wd,,,1129819890127001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1455,72903,2,99,637.46794265,198917228501wd,,0,1129819890127001
SPOTTED SEATROUT,RED DRUM,198917228501wd,11298198901262341,0,4,5,,3,0,23,19,Y,40,300,,5.5,1129819890126008,41,7,5,2,0,1,,,,7,22,22,7,1,1,1989,1129819890126,01,wd,,,1129819890126008,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8835440102,1,1,8,1715,70605,2,30,153.68128439,198917228501wd,,0,1129819890126005
RED DRUM,SPOTTED SEATROUT,198917228502wd,11298198902022341,0,4,5,,3,0,23,19,Y,1,25,,6,1129819890202006,41,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1129819890202,02,wd,,,1129819890202006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1640,70605,2,37,153.68128439,198917228502wd,,0,1129819890202003
,,198917228501wd,11298198901262341,0,4,5,,3,0,23,131,O,0,0,,5.5,1129819890126007,41,7,5,0,0,1,,,,,22,5,7,1,1,1989,1129819890126,01,wd,,,1129819890126007,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1700,72903,2,54,637.46794265,198917228501wd,,0,1129819890126005
,RED DRUM,198917228501wd,11298198901262341,0,4,5,,3,0,23,17,N,2,2,,5.5,1129819890126006,41,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1129819890126,01,wd,,,1129819890126006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1650,71105,2,66,149.22385471,198917228501wd,,0,1129819890126005
,RED DRUM,198917228501wd,11298198901262341,0,4,5,,1,4,23,131,O,0,0,,5.5,1129819890126005,41,7,5,1,12,0,,,,,22,5,7,1,1,1989,1129819890126,01,wd,,,1129819890126005,1,20,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440901,,1,1,2,1630,72903,2,99,637.46794265,198917228501wd,,0,1129819890126005
RED DRUM,SPOTTED SEATROUT,198917228501we,1085619890128109152,0,4,5,,3,0,109,51,Y,2,12,,6,1085619890128021,152,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1085619890128,01,we,,,1085619890128021,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1700,70122,2,36,71.078035643,198917228501we,,0,1085619890128016
,SPOTTED SEATROUT,198917228501we,1085619890128109152,0,4,5,,3,0,109,51,Y,3,15,,6.5,1085619890128020,152,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1085619890128,01,we,,,1085619890128020,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1650,70003,2,38,71.078035643,198917228501we,,0,1085619890128016
RED DRUM,SPOTTED SEATROUT,198917228501we,1085619890128109152,0,4,5,,3,0,109,71,Y,0,1,,6.5,1085619890128019,152,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1085619890128,01,we,,,1085619890128019,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1640,70118,2,37,71.078035643,198917228501we,,0,1085619890128016
,SPOTTED SEATROUT,198917228501we,1085619890128109152,0,4,5,,3,0,109,71,Y,0,5,,6.5,1085619890128018,152,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1085619890128,01,we,,,1085619890128018,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1635,70124,2,38,71.078035643,198917228501we,,0,1085619890128016
,SPOTTED SEATROUT,198917228501we,1085619890128109152,0,4,5,,3,0,109,51,Y,2,8,,7,1085619890128017,152,7,5,1,0,1,,,,7,22,22,7,1,1,1989,1085619890128,01,we,,,1085619890128017,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1630,70006,2,36,71.078035643,198917228501we,,0,1085619890128016
,RED DRUM,198917228501we,1085619890128109152,0,4,5,,1,6,109,51,Y,2,12,,6,1085619890128016,152,7,5,1,10,0,,,,7,22,22,7,1,1,1989,1085619890128,01,we,,,1085619890128016,1,119,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440901,,1,1,2,1610,70003,2,34,71.078035643,198917228501we,,0,1085619890128016
RED DRUM,SPOTTED SEATROUT,198917228701we,108561989012275126,0,1,1,,3,0,75,51,Y,4,40,,6,1085619890122005,126,8,7,2,0,1,,,,7,22,22,7,1,1,1989,1085619890122,01,we,,,1085619890122005,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440102,8835440901,1,1,8,1345,70006,2,30,1639.7832218,198917228701we,,0,1085619890122003
SPOTTED SEATROUT,RED DRUM,198917228701we,108561989012275126,0,1,1,,3,0,75,71,Y,5,40,,6,1085619890122004,126,8,7,2,0,1,,,,7,22,22,7,1,1,1989,1085619890122,01,we,,,1085619890122004,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835440901,8835440102,1,1,8,1340,70124,2,31,1639.7832218,198917228701we,,0,1085619890122003
SPOTTED SEATROUT,RED DRUM,198917228701we,108561989012275126,0,1,1,,1,3,75,31,O,0,0,,6,1085619890122003,126,8,7,1,5,0,,,,6,22,12,7,1,1,1989,1085619890122,01,we,,,1085619890122003,1,21,0,8,1,,,12JUN91:15:13,1,2,1,,,,8835440901,8835440102,1,1,2,1325,72210,2,64,2681.2255401,198917228701we,,0,1085619890122003
,,198917228702we,103521989021210183,0,1,1,,2,1,101,113,Y,2,20,,2.5,1035219890212020,83,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1035219890212,02,we,,,1035219890212020,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1535,70533,2,32,925.70791614,198917228702we,,0,1035219890212020
,,198917228702we,103521989021210183,0,1,1,,2,1,101,45,Y,0,25,,2.5,1035219890212019,83,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1035219890212,02,we,,,1035219890212019,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1530,70560,2,32,925.70791614,198917228702we,,0,1035219890212019
,,198917228702we,103521989021210183,0,1,1,,2,1,101,45,Y,4,50,,2.5,1035219890212018,83,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1035219890212,02,we,,,1035219890212018,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1525,70560,2,32,925.70791614,198917228702we,,0,1035219890212018
SPOTTED SEATROUT,RED DRUM,198917228701wd,103521989012310183,0,1,2,,2,1,101,97,N,5,25,,3,1035219890123006,83,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1035219890123,01,wd,,,1035219890123006,,,,8,1,,,12JUN91:15:13,2,8,1,,,,8835440901,8835440102,1,2,8,1440,70570,2,51,3122.4512493,198917228701wd,,0,1035219890123006
SPOTTED SEATROUT,RED DRUM,198917228701wd,103521989012310183,0,1,2,,2,1,101,97,N,5,50,,3,1035219890123005,83,8,7,1,0,0,,,,7,22,22,7,1,1,1989,1035219890123,01,wd,,,1035219890123005,1,,,8,1,,,12JUN91:15:13,2,8,1,,,,8835440901,8835440102,1,2,8,1430,70570,2,57,3122.4512493,198917228701wd,,0,1035219890123005
SPOTTED SEATROUT,RED DRUM,198917228702we,113001989021919262,0,3,5,,1,1,19,19,Y,1,1,,5,1130019890219007,262,8,7,1,2,0,,,,7,22,22,7,1,1,1989,1130019890219,02,we,,,1130019890219007,1,2,0,8,1,,,12JUN91:15:13,8,1,1,,,,8835440901,8835440102,1,1,8,1740,70669,2,42,2108.2620697,198917228702we,,0,1130019890219007
SPOTTED SEATROUT,RED DRUM,198917228702we,113001989021919262,0,3,5,,2,1,19,19,Y,1,6,,5,1130019890219006,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890219,02,we,,,1130019890219006,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8835440102,1,1,8,1730,70669,2,44,2108.2620697,198917228702we,,0,1130019890219006
RED DRUM,LARGEMOUTH BASS,198917228702we,113001989021919262,0,3,5,,2,1,19,19,Y,1,1,,4,1130019890219005,262,8,7,1,0,0,,,,7,22,22,7,1,1,1989,1130019890219,02,we,,,1130019890219005,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835160602,8835440901,1,1,8,1715,70601,2,18,2108.2620697,198917228702we,,0,1130019890219005
RED DRUM,SPOTTED SEATROUT,198917228702we,113001989021919262,0,3,5,,2,1,19,19,Y,1,7,,1.5,1130019890219003,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890219,02,we,,,1130019890219003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1450,70605,2,25,2108.2620697,198917228702we,,0,1130019890219003
,,198917228702we,113001989021919262,0,3,5,,2,1,19,19,Y,3,20,,1,1130019890219002,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890219,02,we,,,1130019890219002,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1440,70605,2,20,2108.2620697,198917228702we,,0,1130019890219002
,,198917228702we,113001989021919262,0,3,5,,2,1,19,19,Y,3,20,,1,1130019890219001,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890219,02,we,,,1130019890219001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1430,70605,2,26,2108.2620697,198917228702we,,0,1130019890219001
,RED DRUM,198917228701we,113001989012819262,0,5,5,,2,1,19,3,N,1,1,,2.5,1130019890128008,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128008,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1550,70657,2,7,3423.5239621,198917228701we,,0,1130019890128008
,RED DRUM,198917228701we,113001989012819262,0,5,5,,2,1,19,3,N,1,1,,2.5,1130019890128007,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128007,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1540,70657,2,11,3423.5239621,198917228701we,,0,1130019890128007
,RED DRUM,198917228701we,113001989012819262,0,5,5,,2,1,19,3,N,1,1,,2.5,1130019890128006,262,8,7,1,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128006,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,,1,1,8,1530,70657,2,41,3423.5239621,198917228701we,,0,1130019890128006
SPOTTED SEATROUT,RED DRUM,198917228701we,113001989012819262,0,3,5,,2,1,19,19,Y,4,20,,2.5,1130019890128001,262,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1130019890128,01,we,,,1130019890128001,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440901,8835440102,1,1,8,1137,70606,2,33,2108.2620697,198917228701we,,0,1130019890128001
,,198917228702wd,11298198902231960,0,4,5,,2,1,19,201,O,40,120,,3,1129819890223005,60,8,7,3,0,0,,,,7,22,48,7,1,1,1989,1129819890223,02,wd,,,1129819890223005,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,,,1,1,8,1445,77707,2,42,2969.5253688,198917228702wd,,0,1129819890223005
RED DRUM,SPOTTED SEATROUT,198917228702wd,11298198902231960,0,4,5,,2,1,19,19,Y,3,25,,2.5,1129819890223004,60,8,7,2,0,0,,,,7,22,22,7,1,1,1989,1129819890223,02,wd,,,1129819890223004,1,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,8835440901,1,1,8,1430,70601,2,28,1816.1015564,198917228702wd,,0,1129819890223004
,SPOTTED SEATROUT,198917228702wd,11298198902231960,0,4,5,,2,1,19,19,Y,6,50,,1.5,1129819890223003,60,8,7,0,0,0,,,,7,22,22,7,1,1,1989,1129819890223,02,wd,,,1129819890223003,,,,8,1,,,12JUN91:15:13,8,8,1,,,,8835440102,,1,1,8,1240,70605,2,39,1816.1015564,198917228702wd,,0,1129819890223003
RED DRUM,SPOTTED SEATROUT,198917228702wd,11298198902231960,0,4,5,,1,2,19,19,Y,6,100,,5,1129819890223001,60,8,7,0,4,0,,,,7,22,22,7,1,1,1989,1129819890223,02,wd,,,1129819890223001,1,3,0,8,1,,,12JUN91:15:13,8,2,1,,,,8835440102,8835440901,1,1,2,1005,70605,2,62,1816.1015564,198917228702wd,,0,1129819890223001
