prim2_common,prim1_common,strat_id,psu_id,id_code,MODE_FX,MODE_F,AREA_X,AREA,ST,CNTY,INTSITE,HRSF,FFDAYS12,FFDAYS2,CNTY_RES,ST_RES,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,SUB_REG,REG_RES,WAVE,ADD_HRS,COASTAL,CATCH,year,ASG_CODE,month,kod,MODE_ASG,new_list,ON_LIST,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,county,add_ph,DATE1,PRIM1,PRIM2,DIST,ZIP,TIME,GEAR,PVT_RES,SEP_FISH,AGE,F_BY_P,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,BLUEFISH,19814498208we,100661981083011682,1006619810830007,3,5,5,2,9,11,682,1,13,3,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810830,08,we,,,,1006619810830007,,,,8,,3,27APR93:15:27,8835250101,,8,,1600,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810830007
,BLUEFISH,19814498107we,10067198107267442,1006719810726004,3,2,5,3,9,7,442,3,15,3,7,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006719810726,07,we,,,,1006719810726003,,,,8,,3,27APR93:15:27,8835250101,,8,,1710,1,1,8,8,8,5766.7861604,19814498107we,,0,1006719810726003
,BLUEFISH,19814498107we,10067198107259210,1006719810725003,3,2,5,2,9,9,210,1.5,25,10,9,9,8,1,0,0,0,4,4,4,,Y,2,1981,1006719810725,07,we,,,,1006719810725003,,,,8,,3,27APR93:15:27,8835250101,,8,,1219,1,2,8,8,8,2168.7188268,19814498107we,,0,1006719810725003
,BLUEFISH,19814498208wd,10068198108289209,1006819810828014,3,5,5,2,9,9,209,2,24,10,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810828,08,wd,,,,1006819810828014,,,,8,,3,27APR93:15:27,8835250101,,8,,1640,1,1,8,8,8,4318.5040682,19814498208wd,,0,1006819810828014
,BLUEFISH,19814498108wd,10068198108257440,1006819810825014,3,3,5,2,9,7,440,3,1,1,5,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810825,08,wd,,,,1006819810825014,,,,8,,1,27APR93:15:27,8835250101,,8,,1540,1,1,8,8,8,4318.5040682,19814498108wd,,0,1006819810825014
,BLUEFISH,19814498107we,10066198107199249,1006619810719005,3,3,5,3,9,9,249,1.5,998,98,9,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006619810719,07,we,,,,1006619810719005,2,0,5,8,,3,27APR93:15:27,8835250101,,8,,1410,1,1,8,8,8,2168.7188268,19814498107we,,0,1006619810719005
,,19814498107we,10066198107119232,1006619810711008,3,1,5,2,9,9,232,4,3,1,9,9,2,1,0,0,0,4,4,4,,Y,2,1981,1006619810711,07,we,,,,1006619810711008,,,,8,,9,27APR93:15:27,,,8,,1615,1,1,8,8,8,2168.7188268,19814498107we,,0,1006619810711008
,BLUEFISH,19814498208we,1006619810815192,1006619810815010,3,5,5,4,9,1,92,1.5,2,2,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810815,08,we,,,,1006619810815010,,,,8,,1,27APR93:15:27,8835250101,,8,,1430,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810815010
,BLUEFISH,19814498108we,10066198108169230,1006619810816004,3,1,5,2,9,9,230,2.5,4,4,3,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810816,08,we,,,,1006619810816004,,,,8,,1,27APR93:15:27,8835250101,,8,,1430,1,1,8,8,8,2168.7188268,19814498108we,,0,1006619810816004
,BLUEFISH,19814498108we,100661981080211682,1006619810802005,3,3,5,2,9,11,682,2,4,0,11,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810802,08,we,,,,1006619810802005,,,,8,,3,27APR93:15:27,8835250101,,8,,1300,1,1,8,8,8,2168.7188268,19814498108we,,0,1006619810802005
,BLUEFISH,19814498107wd,10068198107311113,1006819810731011,3,1,5,2,9,1,113,2,10,3,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810731,07,wd,,,,1006819810731011,,,,8,,3,27APR93:15:27,8835250101,,8,,1454,1,1,8,8,8,4318.5040682,19814498107wd,,0,1006819810731011
,BLUEFISH,19814498107we,10066198107199249,1006619810719003,3,3,5,3,9,9,249,3.5,1,0,9,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006619810719,07,we,,,,1006619810719003,2,,,8,,1,27APR93:15:27,8835250101,,8,,1330,1,1,8,8,8,2168.7188268,19814498107we,,0,1006619810719003
,BLUEFISH,19814498107wd,10068198107311113,1006819810731013,3,1,5,2,9,1,113,3,12,4,1,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810731,07,wd,,,,1006819810731012,,,,8,,3,27APR93:15:27,8835250101,,8,,1540,1,1,8,8,8,4318.5040682,19814498107wd,,0,1006819810731012
,BLUEFISH,19814498108we,1006719810809164,1006719810809012,3,1,5,2,9,1,64,3,12,3,1,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006719810809,08,we,,,,1006719810809012,2,0,100,8,,1,27APR93:15:27,8835250101,,8,,1040,1,1,8,8,8,2168.7188268,19814498108we,,0,1006719810809012
,BLUEFISH,19814498107wd,10068198107311113,1006819810731002,3,1,5,2,9,1,113,2,12,2,1,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810731,07,wd,,,,1006819810731001,,,,8,,3,27APR93:15:27,8835250101,,8,,1235,1,1,8,8,8,4318.5040682,19814498107wd,,0,1006819810731001
,BLUEFISH,19814498208wd,10068198108289209,1006819810828013,3,5,5,2,9,9,209,2,29,10,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810828,08,wd,,,,1006819810828013,,,,8,,3,27APR93:15:27,8835250101,,8,,1640,1,1,8,8,8,4318.5040682,19814498208wd,,0,1006819810828013
,BLUEFISH,19814498208we,1006619810829723,1006619810829001,3,5,5,2,9,7,23,1,0,0,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810829,08,we,,,,1006619810829001,,,,8,,1,27APR93:15:27,8835250101,,8,,1420,1,1,8,8,8,5766.7861604,19814498208we,,0,1006619810829001
,BLUEFISH,19814498108we,10066198108169230,1006619810816007,3,1,5,2,9,9,230,3,12,0,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810816,08,we,,,,1006619810816007,,,,8,,3,27APR93:15:27,8835250101,,8,,1500,1,1,8,8,8,2168.7188268,19814498108we,,0,1006619810816007
,BLUEFISH,19814498108we,10066198108169230,1006619810816009,3,1,5,2,9,9,230,1,20,8,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810816,08,we,,,,1006619810816009,,,,8,,3,27APR93:15:27,8835250101,,8,,1525,1,1,8,8,8,2168.7188268,19814498108we,,0,1006619810816009
,WINTER FLOUNDER,19814498107we,10067198107267442,1006719810726006,3,4,5,3,9,7,442,8.5,25,10,3,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006719810726,07,we,,,,1006719810726005,,,,8,,1,27APR93:15:27,8857042001,,8,,1740,1,1,8,8,8,5766.7861604,19814498107we,,0,1006719810726005
,BLUEFISH,19814498108wd,10068198108257440,1006819810825002,3,3,5,2,9,7,440,2,12,4,9,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810825,08,wd,,,,1006819810825001,,,,8,,3,27APR93:15:27,8835250101,,8,,1147,1,1,8,8,8,4318.5040682,19814498108wd,,0,1006819810825001
,BLUEFISH,19814498108we,100681981082311627,1006819810823001,3,2,5,4,9,11,627,4,5,2,3,9,1,1,0,4,0,4,4,4,0,Y,1,1981,1006819810823,08,we,,,,1006819810823001,2,4,0,8,,1,27APR93:15:27,8835250101,,8,,1105,1,1,8,8,1,5766.7861604,19814498108we,,0,1006819810823001
,BLUEFISH,19814498107we,10067198107267442,1006719810726003,3,2,5,3,9,7,442,3,20,4,7,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006719810726,07,we,,,,1006719810726003,2,0,15,8,,3,27APR93:15:27,8835250101,,8,,1710,1,1,8,8,8,5766.7861604,19814498107we,,0,1006719810726003
,,19814498108wd,10068198108257440,1006819810825005,3,3,5,2,9,7,440,2,1,1,3,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810825,08,wd,,,,1006819810825005,,,,8,,1,27APR93:15:27,,,8,,1257,1,1,8,8,8,4318.5040682,19814498108wd,,0,1006819810825005
,BLUEFISH,19814498108wd,10068198108257440,1006819810825008,3,3,5,2,9,7,440,2,15,7,7,9,1,1,0,1,0,4,4,4,0,Y,1,1981,1006819810825,08,wd,,,,1006819810825008,2,1,0,8,,1,27APR93:15:27,8835250101,,8,,1420,1,1,8,8,1,4318.5040682,19814498108wd,,0,1006819810825008
,BLUEFISH,19814498208wd,10068198108289209,1006819810828008,3,5,5,2,9,9,209,2,20,1,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810828,08,wd,,,,1006819810828008,,,,8,,3,27APR93:15:27,8835250101,,8,,1620,1,1,8,8,8,4318.5040682,19814498208wd,,0,1006819810828008
,BLUEFISH,19814498107wd,10068198107311113,1006819810731001,3,1,5,2,9,1,113,2,12,3,1,9,1,1,0,10,0,4,4,4,0,Y,1,1981,1006819810731,07,wd,,,,1006819810731001,2,50,0,8,,3,27APR93:15:27,8835250101,,8,,1235,1,1,8,8,1,4318.5040682,19814498107wd,,0,1006819810731001
,BLUEFISH,19814498208wd,10068198108289209,1006819810828011,3,5,5,2,9,9,209,2,24,10,1,9,1,2,0,10,0,4,4,4,0,Y,1,1981,1006819810828,08,wd,,,,1006819810828011,2,16,0,8,,3,27APR93:15:27,8835250101,,8,,1640,1,1,2,8,2,4318.5040682,19814498208wd,,0,1006819810828011
,BLUEFISH,19814498107we,10066198107199249,1006619810719010,3,3,5,3,9,9,249,1,26,12,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810719,07,we,,,,1006619810719010,,,,8,,1,27APR93:15:27,8835250101,,8,,1520,1,1,8,8,8,2168.7188268,19814498107we,,0,1006619810719010
,BLUEFISH,19814498108we,100661981080211682,1006619810802004,3,3,5,2,9,11,682,2,25,7,11,9,1,1,0,10,0,4,4,4,0,Y,1,1981,1006619810802,08,we,,,,1006619810802004,2,15,0,8,,1,27APR93:15:27,8835250101,,8,,1300,1,1,8,8,1,2168.7188268,19814498108we,,0,1006619810802004
,BLUEFISH,19814498108we,10068198108019291,1006819810801012,3,2,5,2,9,9,291,2,10,3,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810801,08,we,,,,1006819810801012,,,,8,,3,27APR93:15:27,8835250101,,8,,1505,1,1,8,8,8,2168.7188268,19814498108we,,0,1006819810801012
,BLUEFISH,19814498107we,10066198107119233,1006619810711019,3,1,5,2,9,9,233,2.5,3,2,81,36,1,1,0,0,0,4,5,4,,O,2,1981,1006619810711,07,we,,,,1006619810711019,,,,8,,1,27APR93:15:27,8835250101,,8,,1630,1,1,8,8,8,9567.1997595,19814498107we,,0,1006619810711019
,BLUEFISH,19814498208we,100661981083011682,1006619810830009,3,5,5,2,9,11,682,1,0,0,11,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810830,08,we,,,,1006619810830009,,,,8,,3,27APR93:15:27,8835250101,,8,,1000,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810830009
,,19814498107we,10066198107119232,1006619810711001,3,1,5,2,9,9,232,1.5,12,8,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810711,07,we,,,,1006619810711001,,,,8,,3,27APR93:15:27,,,8,,1530,1,1,8,8,8,2168.7188268,19814498107we,,0,1006619810711001
,ATLANTIC SILVERSIDE,19814498107we,1006819810725164,1006819810725013,3,3,5,3,9,1,64,1.5,2,2,1,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810725,07,we,,,,1006819810725012,,,,8,,3,27APR93:15:27,8805020302,,8,,1545,2,1,8,8,8,2168.7188268,19814498107we,,0,1006819810725012
,BLUEFISH,19814498208we,1006619810815192,1006619810815001,3,5,5,4,9,1,92,1,60,25,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810815,08,we,,,,1006619810815001,,,,8,,3,27APR93:15:27,8835250101,,8,,1300,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810815001
,BLUEFISH,19814498107we,1006819810725164,1006819810725009,3,3,5,2,9,1,64,3,3,1,81,36,1,1,0,0,0,4,5,4,,O,2,1981,1006819810725,07,we,,,,1006819810725009,,,,8,,3,27APR93:15:27,8835250101,,8,,1515,2,1,8,8,8,3597.9427121,19814498107we,,0,1006819810725009
,BLUEFISH,19814498208we,1006619810815192,1006619810815008,3,5,5,4,9,1,92,1.5,2,2,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810815,08,we,,,,1006619810815008,,,,8,,1,27APR93:15:27,8835250101,,8,,1430,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810815008
,BLUEFISH,19814498108wd,1006619810814141,1006619810814003,3,3,5,4,9,1,41,3,2,1,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810814,08,wd,,,,1006619810814003,,,,8,,2,27APR93:15:27,8835250101,,8,,1430,1,1,8,8,8,11483.226496,19814498108wd,,0,1006619810814003
,BLUEFISH,19814498208we,1006619810815192,1006619810815003,3,5,5,4,9,1,92,1,10,2,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810815,08,we,,,,1006619810815003,,,,8,,3,27APR93:15:27,8835250101,,8,,1300,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810815003
,BLUEFISH,19814498108we,1006719810809164,1006719810809005,3,1,5,2,9,1,64,0.5,5,0,1,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006719810809,08,we,,,,1006719810809005,2,0,6,8,,3,27APR93:15:27,8835250101,,8,,1016,1,1,8,8,8,2168.7188268,19814498108we,,0,1006719810809005
,,19814498207we,100661981071811646,1006619810718005,3,5,5,2,9,11,646,3.5,1,1,3,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810718,07,we,,,,1006619810718005,,,,8,,1,27APR93:15:27,,,8,,1500,1,1,8,8,8,2168.7188268,19814498207we,,0,1006619810718005
,BLUEFISH,19814498108we,100671981080811644,1006719810808003,3,3,5,5,9,11,644,0.5,50,30,11,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006719810808,08,we,,,,1006719810808003,,,,8,,1,27APR93:15:27,8835250101,,8,,1249,1,1,8,8,8,2168.7188268,19814498108we,,0,1006719810808003
,ATLANTIC SILVERSIDE,19814498107we,1006819810725164,1006819810725003,3,3,5,2,9,1,64,4,90,60,1,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810725,07,we,,,,1006819810725001,,,,8,,3,27APR93:15:27,8805020302,,8,,1440,2,1,8,8,8,2168.7188268,19814498107we,,0,1006819810725001
,ATLANTIC SILVERSIDE,19814498107we,1006819810725164,1006819810725002,3,3,5,2,9,1,64,4,90,60,1,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810725,07,we,,,,1006819810725001,,,,8,,3,27APR93:15:27,8805020302,,8,,1240,2,1,8,8,8,2168.7188268,19814498107we,,0,1006819810725001
,BLUEFISH,19814498108wd,1006619810814141,1006619810814005,3,3,5,4,9,1,41,7,30,12,1,9,2,1,1,0,0,4,4,4,0,Y,2,1981,1006619810814,08,wd,,,,1006619810814005,2,0,150,8,,9,27APR93:15:27,8835250101,,8,,1645,1,1,8,8,8,11483.226496,19814498108wd,,0,1006619810814005
,,19814498107wd,10068198107311113,1006819810731006,3,1,5,2,9,1,113,3,2,1,1,9,1,1,0,1,0,4,4,4,0,Y,1,1981,1006819810731,07,wd,,,,1006819810731006,2,1,0,8,,3,27APR93:15:27,,,8,,1315,1,1,8,8,1,4318.5040682,19814498107wd,,0,1006819810731006
,BLUEFISH,19814498107we,10067198107269440,1006719810726017,3,3,5,2,9,9,440,3,12,2,3,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006719810726,07,we,,,,1006719810726017,2,0,25,8,,1,27APR93:15:27,8835250101,,8,,1857,1,1,8,8,8,5766.7861604,19814498107we,,0,1006719810726017
,BLUEFISH,19814498107we,10066198107261128,1006619810726018,3,1,5,3,9,1,128,1.5,10,2,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810726,07,we,,,,1006619810726018,,,,8,,3,27APR93:15:27,8835250101,,8,,1530,1,1,8,8,8,5766.7861604,19814498107we,,0,1006619810726018
,BLUEFISH,19814498208wd,10068198108289209,1006819810828010,3,5,5,2,9,9,209,2,20,1,9,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810828,08,wd,,,,1006819810828010,,,,8,,3,27APR93:15:27,8835250101,,8,,1620,1,1,8,8,8,4318.5040682,19814498208wd,,0,1006819810828010
,BLUEFISH,19814498107wd,10068198107311113,1006819810731015,3,1,5,2,9,1,113,3,12,4,1,9,1,0,0,0,1,4,4,4,,Y,3,1981,1006819810731,07,wd,,,,1006819810731012,,,,8,,3,27APR93:15:27,8835250101,,8,,1540,1,1,8,8,8,4318.5040682,19814498107wd,,0,1006819810731012
,BLUEFISH,19814498108we,100671981080811644,1006719810808002,3,3,5,5,9,11,644,4,14,14,11,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006719810808,08,we,,,,1006719810808002,2,0,5,8,,3,27APR93:15:27,8835250101,,8,,1215,1,1,8,8,8,2168.7188268,19814498108we,,0,1006719810808002
,WINTER FLOUNDER,19814498108we,10068198108019291,1006819810801006,3,2,5,2,9,9,291,6,10,5,27,36,1,1,0,0,0,4,5,4,,O,2,1981,1006819810801,08,we,,,,1006819810801006,,,,8,,3,27APR93:15:27,8857042001,,8,,1325,1,1,8,8,8,3597.9427121,19814498108we,,0,1006819810801006
,BLUEFISH,19814498108we,10066198108169230,1006619810816003,3,1,5,2,9,9,230,1.5,15,5,3,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810816,08,we,,,,1006619810816003,,,,8,,1,27APR93:15:27,8835250101,,8,,1430,1,1,8,8,8,2168.7188268,19814498108we,,0,1006619810816003
,BLUEFISH,19814498108wd,10068198108257440,1006819810825013,3,3,5,2,9,7,440,3.6,1,1,3,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006819810825,08,wd,,,,1006819810825013,,,,8,,1,27APR93:15:27,8835250101,,8,,1540,1,1,8,8,8,4318.5040682,19814498108wd,,0,1006819810825013
,BLUEFISH,19814498208we,1006619810815192,1006619810815006,3,5,5,4,9,1,92,2.5,25,20,1,9,1,1,0,0,0,4,4,4,,Y,2,1981,1006619810815,08,we,,,,1006619810815006,,,,8,,1,27APR93:15:27,8835250101,,8,,1345,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810815006
,BLUEFISH,19814498208we,1006619810829123,1006619810829005,3,5,5,2,9,1,23,2,6,2,1,9,1,1,1,0,0,4,4,4,0,Y,2,1981,1006619810829,08,we,,,,1006619810829005,2,0,3,8,,3,27APR93:15:27,8835250101,,8,,1630,1,1,8,8,8,2168.7188268,19814498208we,,0,1006619810829005
