prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,TURTLE,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,WINTER FLOUNDER,19902498304wd,111501990041611661,,3,5,,2,1,11,11,Y,0,3,,4,1115019900416004,661,5,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416004,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1404,06385,8,8,13,5617.2476059,19902498304wd,,0,1115019900416004
,WINTER FLOUNDER,19902498303we,111501990031111644,,C,5,,2,1,11,13,Y,0,0,,4,1115019900311004,644,3,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900311,03,we,,,1115019900311004,,,,8,9,,Tolland,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1209,06040,8,8,35,4603.3765093,19902498303we,,0,1115019900311004
,WINTER FLOUNDER,19902498303we,111501990031111644,,C,5,,2,1,11,7,Y,1,3,,1,1115019900311009,644,3,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900311,03,we,,,1115019900311009,,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1305,06426,8,8,43,4603.3765093,19902498303we,,0,1115019900311009
,WINTER FLOUNDER,19902498304wd,111501990041611661,,3,5,,2,1,11,11,Y,0,20,,1,1115019900416002,661,5,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416002,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1315,06340,8,8,31,5617.2476059,19902498304wd,,0,1115019900416002
,WINTER FLOUNDER,19902498303we,111501990031111644,,C,5,,2,1,11,3,Y,3,130,,3,1115019900311007,644,3,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900311,03,we,,,1115019900311007,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1259,06040,8,8,43,4603.3765093,19902498303we,,0,1115019900311007
,WINTER FLOUNDER,19902498303we,111501990031111644,,C,5,,2,1,11,13,Y,3,25,,4,1115019900311003,644,3,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900311,03,we,,,1115019900311003,,,,8,9,,Tolland,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1209,06040,8,8,40,4603.3765093,19902498303we,,0,1115019900311003
,WINTER FLOUNDER,19902498303we,111501990031111644,,C,5,,2,1,11,3,Y,2,5,,2,1115019900311006,644,3,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900311,03,we,,,1115019900311006,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1251,06109,8,8,25,4603.3765093,19902498303we,,0,1115019900311006
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,3,Y,2,20,,4,1115019900429002,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429002,1,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1143,99999,8,8,28,79.328174409,19902498604we,,0,1115019900429002
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,0,50,,4.5,1115019900408006,148,6,6,2,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408006,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1524,06606,8,8,74,75.966673564,19902498604we,,0,1115019900408006
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,16,100,,4.5,1115019900408012,148,6,6,3,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408012,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1542,06484,8,8,49,75.966673564,19902498604we,,0,1115019900408012
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,3,20,,4.5,1115019900408010,148,6,6,1,2,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408010,1,2,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1537,06704,8,8,32,75.966673564,19902498604we,,0,1115019900408010
,WINTER FLOUNDER,19902498604we,111501990042911643,,C,5,,2,1,11,3,Y,3,23,,4,1115019900429004,643,6,6,0,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429004,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1205,06489,8,8,48,79.328174409,19902498604we,,0,1115019900429004
,WINTER FLOUNDER,19902498604we,111501990042911643,,C,5,,2,1,11,3,Y,1,6,,4,1115019900429007,643,6,6,0,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429007,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1222,99999,8,8,37,79.328174409,19902498604we,,0,1115019900429007
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,3,Y,1,1,,4,1115019900429006,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429006,1,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1216,99999,8,8,24,79.328174409,19902498604we,,0,1115019900429006
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,0,30,,4,1115019900408005,148,6,6,3,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408005,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1520,06606,8,8,37,75.966673564,19902498604we,,0,1115019900408005
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,2,1,1,Y,0,15,,4.5,1115019900408007,148,6,6,1,3,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408007,1,3,0,8,9,,Fairfield,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1529,06497,8,8,58,75.966673564,19902498604we,,0,1115019900408007
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,7,Y,2,23,,4,1115019900429003,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429003,1,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1155,06422,8,8,49,79.328174409,19902498604we,,0,1115019900429003
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,3,0,1,1,Y,0,15,,4.5,1115019900408008,148,6,6,1,0,1,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408008,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1529,06497,8,8,19,75.966673564,19902498604we,,0,1115019900408007
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,0,0,,4.5,1115019900408002,148,6,6,1,4,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408002,1,4,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1500,06516,8,8,35,75.966673564,19902498604we,,0,1115019900408002
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,3,Y,1,1,,4,1115019900429005,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429005,1,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1211,99999,8,8,27,79.328174409,19902498604we,,0,1115019900429005
,WINTER FLOUNDER,19902498604we,111501990042911643,,C,5,,2,1,11,3,Y,1,3,,4,1115019900429008,643,6,6,0,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429008,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1222,99999,8,8,26,79.328174409,19902498604we,,0,1115019900429008
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,1,O,0,0,,4.5,1115019900408004,148,6,6,1,3,0,,,,5,9,36,4,1,2,1990,1115019900408,04,we,,,1115019900408004,1,3,0,8,9,,,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1512,12033,8,8,24,960.97739204,19902498604we,,0,1115019900408004
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,0,25,,4.5,1115019900408001,148,6,6,1,5,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408001,1,5,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1453,06418,8,8,28,75.966673564,19902498604we,,0,1115019900408001
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,0,20,,4.5,1115019900408009,148,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408009,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1535,06484,8,8,13,75.966673564,19902498604we,,0,1115019900408009
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,5,Y,3,20,,4.5,1115019900408011,148,6,6,1,2,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408011,1,2,0,8,9,,Litchfield,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1540,06779,8,8,29,75.966673564,19902498604we,,0,1115019900408011
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,6,100,,4.5,1115019900408013,148,6,6,2,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408013,1,0,1,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1610,06468,8,8,43,75.966673564,19902498604we,,0,1115019900408013
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,0,0,,4.5,1115019900408003,148,6,6,1,3,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408003,1,3,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1505,06405,8,8,28,75.966673564,19902498604we,,0,1115019900408003
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,1,1,11,3,Y,0,3,,4,1115019900429001,643,6,6,0,1,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429001,1,1,0,8,9,,Hartford,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1135,06070,8,8,45,79.328174409,19902498604we,,0,1115019900429001
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,9,Y,2,50,,4.5,1115019900408014,148,6,6,2,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408014,1,0,3,8,9,,New Haven,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1620,06418,8,8,35,75.966673564,19902498604we,,0,1115019900408014
WINTER FLOUNDER,WHITE PERCH,19902498704we,111411990040111645,,3,5,,2,1,11,11,Y,4,50,,2.5,1114119900401017,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401017,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8835020101,8857042001,1,88,8,1500,06385,8,8,17,1542.5746463,19902498704we,,0,1114119900401017
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,2,7,7,Y,2,50,,2.5,1115019900414003,825,8,7,1,2,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414003,1,2,0,8,9,,Middlesex,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1357,06475,8,8,31,1542.5746463,19902498704we,,0,1115019900414003
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,1,1,1,119,O,0,10,,3,1115019900428005,62,8,7,0,1,0,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428005,1,1,0,8,9,,Westchester,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1444,10507,8,8,66,1475.2900506,19902498704we,,0,1115019900428005
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,103,O,40,160,,4,1114119900401006,645,8,7,0,0,0,,,,7,9,12,4,1,2,1990,1114119900401,04,we,,,1114119900401006,,,,8,1,,Pinellas,21AUG91:15:41,8,8,1,,,,8857042001,0,1,88,8,1311,33516,8,8,48,1475.2900506,19902498704we,,0,1114119900401006
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,3,7,7,Y,5,20,,2.5,1115019900414001,825,8,7,0,8,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414001,1,8,0,8,9,,Middlesex,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1349,06457,8,8,47,1542.5746463,19902498704we,,0,1115019900414001
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,3,Y,10,90,,2.5,1114119900401014,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401014,,,,8,1,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1450,06040,8,8,31,1542.5746463,19902498704we,,0,1114119900401014
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,3,0,7,3,Y,0,0,,5,1115019900414009,825,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414009,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1516,06029,8,8,31,1542.5746463,19902498704we,,0,1115019900414008
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,1,Y,0,40,,4,1114119900401004,645,8,7,0,2,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401004,1,2,0,8,9,,Fairfield,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1233,06494,8,8,43,1542.5746463,19902498704we,,0,1114119900401004
,WINTER FLOUNDER,19902498704we,1115019900428162,,C,5,,3,0,1,31,O,3,3,,6,1115019900428012,62,8,7,0,0,1,,,,5,9,34,4,1,2,1990,1115019900428,04,we,,,1115019900428012,,,,8,9,,Passaic,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1508,07011,8,8,28,1475.2900506,19902498704we,,0,1115019900428011
WINTER FLOUNDER,WHITE PERCH,19902498704we,111411990040111645,,3,5,,2,1,11,11,Y,0,50,,2.5,1114119900401016,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401016,,,,8,1,,New London,08AUG91:08:40,8,8,1,,,,8835020101,8857042001,1,88,8,1500,06385,8,8,41,1542.5746463,19902498704we,,0,1114119900401016
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,3,Y,1,30,,4,1114119900401012,645,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401012,1,1,0,8,1,,Hartford,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1438,06037,8,8,30,1542.5746463,19902498704we,,0,1114119900401012
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,2,7,3,Y,0,0,,5,1115019900414008,825,8,7,0,5,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414008,1,5,0,8,9,,Hartford,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1516,06074,8,8,34,1542.5746463,19902498704we,,0,1115019900414008
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,2,7,7,Y,2,40,,2.5,1115019900414010,825,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414010,1,38,0,8,9,,Middlesex,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1525,06498,8,8,51,1542.5746463,19902498704we,,0,1115019900414010
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,1,3,1,119,O,0,0,,5,1115019900428019,62,8,7,0,15,0,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428019,1,17,0,8,9,,Westchester,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1548,10507,8,8,72,1475.2900506,19902498704we,,0,1115019900428019
,WINTER FLOUNDER,19902498704we,1115019900428162,,C,5,,3,0,1,1,Y,0,10,,4,1115019900428015,62,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900428,04,we,,,1115019900428015,,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1529,06430,8,8,72,1542.5746463,19902498704we,,0,1115019900428014
,WINTER FLOUNDER,19902498704we,1115019900428162,,C,5,,3,0,1,79,O,0,0,,5,1115019900428021,62,8,7,0,0,1,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428021,,,,8,9,,Putnam,21AUG91:15:40,8,8,1,,,,8857042001,0,1,88,8,1548,10701,8,8,33,1475.2900506,19902498704we,,0,1115019900428019
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,27,O,0,20,,4,1114119900401003,645,8,7,0,0,0,,,,5,9,36,4,1,2,1990,1114119900401,04,we,,,1114119900401003,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1153,12590,8,8,41,1475.2900506,19902498704we,,0,1114119900401003
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,3,0,1,119,O,0,0,,5,1115019900428020,62,8,7,1,0,1,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428020,1,,,8,9,,Westchester,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1548,10507,8,8,59,1475.2900506,19902498704we,,0,1115019900428019
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,9,Y,0,90,,6,1114119900401009,645,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401009,1,1,0,8,1,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1416,06473,8,8,55,1542.5746463,19902498704we,,0,1114119900401009
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,7,Y,0,0,,6,1114119900401011,645,8,7,0,3,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401011,1,3,0,8,9,,Middlesex,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1426,06424,8,8,72,1542.5746463,19902498704we,,0,1114119900401011
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,3,Y,10,45,,2.5,1114119900401015,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401015,,,,8,1,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1450,06040,8,8,29,1542.5746463,19902498704we,,0,1114119900401015
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,7,Y,2,30,,3,1114119900401005,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401005,,,,8,1,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1249,06413,8,8,28,1542.5746463,19902498704we,,0,1114119900401005
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,1,2,1,1,Y,1,50,,3,1115019900428007,62,8,7,0,5,0,,,,4,9,9,4,1,2,1990,1115019900428,04,we,,,1115019900428007,1,5,0,8,9,,Fairfield,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1450,06430,8,8,39,1542.5746463,19902498704we,,0,1115019900428007
,WINTER FLOUNDER,19902498704we,1115019900428162,,C,5,,2,1,1,71,O,1,20,,3,1115019900428009,62,8,7,0,0,0,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428009,,,,8,9,,,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1457,10992,8,8,41,1475.2900506,19902498704we,,0,1115019900428009
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,2,1,1,119,O,0,10,,3,1115019900428003,62,8,7,1,0,0,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428003,1,,,8,9,,Westchester,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1415,10507,8,8,15,1475.2900506,19902498704we,,0,1115019900428003
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,2,11,3,Y,0,4,,8,1114119900401007,645,8,7,0,4,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401007,1,4,0,8,9,,Hartford,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1353,06051,8,8,28,1542.5746463,19902498704we,,0,1114119900401007
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,3,0,7,7,Y,5,20,,2.5,1115019900414002,825,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414002,,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1349,06475,8,8,33,1542.5746463,19902498704we,,0,1115019900414001
,WINTER FLOUNDER,19902498704we,1115019900428162,,C,5,,2,1,1,1,Y,4,20,,4,1115019900428006,62,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1115019900428,04,we,,,1115019900428006,,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1445,06851,8,8,52,1542.5746463,19902498704we,,0,1115019900428006
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,1,1,1,1,Y,10,40,,5,1115019900428013,62,8,7,3,15,0,,,,4,9,9,4,1,2,1990,1115019900428,04,we,,,1115019900428013,1,,,8,9,,Fairfield,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1510,99999,8,8,70,1542.5746463,19902498704we,,0,1115019900428013
,WINTER FLOUNDER,19902498704we,1115019900428162,0,C,5,,1,1,1,119,O,0,10,,3,1115019900428004,62,8,7,0,1,0,,,,5,9,36,4,1,2,1990,1115019900428,04,we,,,1115019900428004,1,1,0,8,9,,Westchester,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1444,10507,8,8,68,1475.2900506,19902498704we,,0,1115019900428004
